ID,split,file,mode,parse_mode,metadata_source,numeric_rows,density_columns_in_source,min_frequency_raw_THz,max_frequency_raw_THz,negative_frequency_points,zero_frequency_points,used_positive_frequency_points,negative_intensity_points_clipped,negative_frequency_area_diagnostic,positive_area_0_to_100_THz,status,error,imaginary_area_fraction
kfp,train,/content/obelix_audit_filtered_spectra/Train_cif/kfp/Lithium_PDOS_kfp.csv,pdos,summed_named_Li_PDOS_columns,table_header;frequency_column=Frequency_THz;selected_density_columns=['Lithium_PDOS'],201,1,-4.492605596196077,38.15906702721657,22,0,179,0,0.002649117940124043,23.90633704678767,ok,,0.00011080009507187749
kgl,train,/content/obelix_audit_filtered_spectra/Train_cif/kgl/Lithium_PDOS_kgl.csv,pdos,summed_named_Li_PDOS_columns,table_header;frequency_column=Frequency_THz;selected_density_columns=['Lithium_PDOS'],201,1,-1.6941185418772384,19.741192831430304,16,0,185,0,0.0,77.0986608476602,ok,,0.0
kkn,train,/content/obelix_audit_filtered_spectra/Train_cif/kkn/Lithium_PDOS_kkn.csv,pdos,summed_named_Li_PDOS_columns,table_header;frequency_column=Frequency_THz;selected_density_columns=['Lithium_PDOS'],201,1,-1.938935319179301,21.945406103765432,17,0,184,0,0.0,73.00173421772577,ok,,0.0
kko,train,/content/obelix_audit_filtered_spectra/Train_cif/kko/Lithium_PDOS_kko.csv,pdos,summed_named_Li_PDOS_columns,table_header;frequency_column=Frequency_THz;selected_density_columns=['Lithium_PDOS'],201,1,-1.7218693356204389,18.82386788472641,17,0,184,0,0.0,57.075675228752566,ok,,0.0
kmv,train,/content/obelix_audit_filtered_spectra/Train_cif/kmv/Lithium_PDOS_kmv.csv,pdos,summed_named_Li_PDOS_columns,table_header;frequency_column=Frequency_THz;selected_density_columns=['Lithium_PDOS'],201,1,-2.283187531035394,17.677308890070982,23,0,178,0,0.01412421745747686,47.14903731090917,ok,,0.0002994756288545614
kop,train,/content/obelix_audit_filtered_spectra/Train_cif/kop/Lithium_PDOS_kop.csv,pdos,summed_named_Li_PDOS_columns,table_header;frequency_column=Frequency_THz;selected_density_columns=['Lithium_PDOS'],201,1,-1.6469574654053474,19.022415214434755,16,0,185,0,0.0,59.19071711569616,ok,,0.0
l9r,train,/content/obelix_audit_filtered_spectra/Train_cif/l9r/Lithium_PDOS_l9r.csv,pdos,summed_named_Li_PDOS_columns,table_header;frequency_column=Frequency_THz;selected_density_columns=['Lithium_PDOS'],201,1,-2.1476852565859725,24.63531362668927,17,0,184,0,0.0,145.87034549766074,ok,,0.0
l9v,train,/content/obelix_audit_filtered_spectra/Train_cif/l9v/Lithium_PDOS_l9v.csv,pdos,summed_named_Li_PDOS_columns,table_header;frequency_column=Frequency_THz;selected_density_columns=['Lithium_PDOS'],201,1,-2.3399378008481277,22.95562406536181,19,0,182,0,0.00041839219274883194,53.41977782498451,ok,,7.832097640523043e-06
lap,train,/content/obelix_audit_filtered_spectra/Train_cif/lap/Lithium_PDOS_lap.csv,pdos,summed_named_Li_PDOS_columns,table_header;frequency_column=Frequency_THz;selected_density_columns=['Lithium_PDOS'],201,1,-4.206998411079312,40.81669488538701,19,0,182,0,0.0010726428536048382,24.379728444273958,ok,,4.39953900518538e-05
ldx,train,/content/obelix_audit_filtered_spectra/Train_cif/ldx/Lithium_PDOS_ldx.csv,pdos,summed_named_Li_PDOS_columns,table_header;frequency_column=Frequency_THz;selected_density_columns=['Lithium_PDOS'],201,1,-11.786025011507586,40.80393006380409,45,0,156,0,0.26754015609850024,5.456530903004305,ok,,0.04673948896442153
lkm,train,/content/obelix_audit_filtered_spectra/Train_cif/lkm/Lithium_PDOS_lkm.csv,pdos,summed_named_Li_PDOS_columns,table_header;frequency_column=Frequency_THz;selected_density_columns=['Lithium_PDOS'],201,1,-3.162719685180246,26.23495331712811,22,0,179,0,0.0063381364198324885,73.31013131441082,ok,,8.644901298859091e-05
lol,train,/content/obelix_audit_filtered_spectra/Train_cif/lol/Lithium_PDOS_lol.csv,pdos,summed_named_Li_PDOS_columns,table_header;frequency_column=Frequency_THz;selected_density_columns=['Lithium_PDOS'],201,1,-2.488523946776904,19.158561794134904,23,0,178,0,0.026174098975562807,22.56088158036407,ok,,0.0011588096893701927
lpx,train,/content/obelix_audit_filtered_spectra/Train_cif/lpx/Lithium_PDOS_lpx.csv,pdos,summed_named_Li_PDOS_columns,table_header;frequency_column=Frequency_THz;selected_density_columns=['Lithium_PDOS'],201,1,-3.538986567132721,40.03500657006167,17,0,184,0,0.0,20.04994738188458,ok,,0.0
lrh,train,/content/obelix_audit_filtered_spectra/Train_cif/lrh/Lithium_PDOS_lrh.csv,pdos,summed_named_Li_PDOS_columns,table_header;frequency_column=Frequency_THz;selected_density_columns=['Lithium_PDOS'],201,1,-3.221359054549766,37.35390109298116,16,0,185,0,0.0,29.692404725345295,ok,,0.0
lxk,train,/content/obelix_audit_filtered_spectra/Train_cif/lxk/Lithium_PDOS_lxk.csv,pdos,summed_named_Li_PDOS_columns,table_header;frequency_column=Frequency_THz;selected_density_columns=['Lithium_PDOS'],201,1,-1.6273859469132874,18.86664465704552,16,0,185,0,0.0,79.25343331160673,ok,,0.0
m0v,train,/content/obelix_audit_filtered_spectra/Train_cif/m0v/Lithium_PDOS_m0v.csv,pdos,summed_named_Li_PDOS_columns,table_header;frequency_column=Frequency_THz;selected_density_columns=['Lithium_PDOS'],201,1,-3.314243354935809,28.27373393601061,21,0,180,0,0.000559515741078691,32.90277478360247,ok,,1.700483409943818e-05
mde,train,/content/obelix_audit_filtered_spectra/Train_cif/mde/Lithium_PDOS_mde.csv,pdos,summed_named_Li_PDOS_columns,table_header;frequency_column=Frequency_THz;selected_density_columns=['Lithium_PDOS'],201,1,-5.802534293332901,50.08387725788147,21,0,180,0,0.003891831830817803,12.676928278582993,ok,,0.000306906950570313
mfs,train,/content/obelix_audit_filtered_spectra/Train_cif/mfs/Lithium_PDOS_mfs.csv,pdos,summed_named_Li_PDOS_columns,table_header;frequency_column=Frequency_THz;selected_density_columns=['Lithium_PDOS'],201,1,-2.0419357751730347,23.83095335841393,16,0,185,0,0.0,24.4476320567967,ok,,0.0
mq1,train,/content/obelix_audit_filtered_spectra/Train_cif/mq1/Lithium_PDOS_mq1.csv,pdos,summed_named_Li_PDOS_columns,table_header;frequency_column=Frequency_THz;selected_density_columns=['Lithium_PDOS'],201,1,-1.0595340517611762,12.69373898914477,16,0,185,0,0.0,17.866133314869977,ok,,0.0
mtn,train,/content/obelix_audit_filtered_spectra/Train_cif/mtn/Lithium_PDOS_mtn.csv,pdos,summed_named_Li_PDOS_columns,table_header;frequency_column=Frequency_THz;selected_density_columns=['Lithium_PDOS'],201,1,-1.6828609323710055,19.1777042615385,17,0,184,0,0.0,61.11743569808858,ok,,0.0
my9,train,/content/obelix_audit_filtered_spectra/Train_cif/my9/Lithium_PDOS_my9.csv,pdos,summed_named_Li_PDOS_columns,table_header;frequency_column=Frequency_THz;selected_density_columns=['Lithium_PDOS'],201,1,-4.608297711896766,40.12701985855638,21,0,180,0,0.015203870488370137,21.05069979237352,ok,,0.0007217288530172945
n27,train,/content/obelix_audit_filtered_spectra/Train_cif/n27/Lithium_PDOS_n27.csv,pdos,summed_named_Li_PDOS_columns,table_header;frequency_column=Frequency_THz;selected_density_columns=['Lithium_PDOS'],201,1,-4.324998121087164,50.0304325026644,16,0,185,0,0.0,12.009319258102392,ok,,0.0
nhq,train,/content/obelix_audit_filtered_spectra/Train_cif/nhq/Lithium_PDOS_nhq.csv,pdos,summed_named_Li_PDOS_columns,table_header;frequency_column=Frequency_THz;selected_density_columns=['Lithium_PDOS'],201,1,-1.6363843951858992,18.937156473570237,16,0,185,0,0.0,36.745940227445445,ok,,0.0
nig,train,/content/obelix_audit_filtered_spectra/Train_cif/nig/Lithium_PDOS_nig.csv,pdos,summed_named_Li_PDOS_columns,table_header;frequency_column=Frequency_THz;selected_density_columns=['Lithium_PDOS'],201,1,-1.6366306488325448,19.41965533980801,16,0,185,0,0.0,36.19876816397848,ok,,0.0
nip,train,/content/obelix_audit_filtered_spectra/Train_cif/nip/Lithium_PDOS_nip.csv,pdos,summed_named_Li_PDOS_columns,table_header;frequency_column=Frequency_THz;selected_density_columns=['Lithium_PDOS'],201,1,-1.7339080216902674,18.825022977260453,17,0,184,0,0.0,56.385715703188794,ok,,0.0
nua,train,/content/obelix_audit_filtered_spectra/Train_cif/nua/Lithium_PDOS_nua.csv,pdos,summed_named_Li_PDOS_columns,table_header;frequency_column=Frequency_THz;selected_density_columns=['Lithium_PDOS'],201,1,-4.125989453599491,27.202973766514024,27,0,174,0,0.0034574006876060964,5.933487755222416,ok,,0.0005823534826095495
o5q,train,/content/obelix_audit_filtered_spectra/Train_cif/o5q/Lithium_PDOS_o5q.csv,pdos,summed_named_Li_PDOS_columns,table_header;frequency_column=Frequency_THz;selected_density_columns=['Lithium_PDOS'],201,1,-2.065224175492299,23.918599661269354,16,0,185,0,0.0,161.30041829017048,ok,,0.0
oi6,train,/content/obelix_audit_filtered_spectra/Train_cif/oi6/Lithium_PDOS_oi6.csv,pdos,summed_named_Li_PDOS_columns,table_header;frequency_column=Frequency_THz;selected_density_columns=['Lithium_PDOS'],201,1,-2.875182471958854,24.820747361323807,21,0,180,0,0.0004956533268433954,20.90008036493002,ok,,2.3714816587372388e-05
opo,train,/content/obelix_audit_filtered_spectra/Train_cif/opo/Lithium_PDOS_opo.csv,pdos,summed_named_Li_PDOS_columns,table_header;frequency_column=Frequency_THz;selected_density_columns=['Lithium_PDOS'],201,1,-2.157074679420855,13.85562841986745,27,0,174,0,0.03279235480043554,15.087989921087683,ok,,0.002168694330896282
p9u,train,/content/obelix_audit_filtered_spectra/Train_cif/p9u/Lithium_PDOS_p9u.csv,pdos,summed_named_Li_PDOS_columns,table_header;frequency_column=Frequency_THz;selected_density_columns=['Lithium_PDOS'],201,1,-1.6299084635345586,18.973946389845494,16,0,185,0,0.0,71.7585837130907,ok,,0.0
pa1,train,/content/obelix_audit_filtered_spectra/Train_cif/pa1/Lithium_PDOS_pa1.csv,pdos,summed_named_Li_PDOS_columns,table_header;frequency_column=Frequency_THz;selected_density_columns=['Lithium_PDOS'],201,1,-1.7010299771221205,19.614157472318976,16,0,185,0,0.0,77.03120530319921,ok,,0.0
pbz,train,/content/obelix_audit_filtered_spectra/Train_cif/pbz/Lithium_PDOS_pbz.csv,pdos,summed_named_Li_PDOS_columns,table_header;frequency_column=Frequency_THz;selected_density_columns=['Lithium_PDOS'],201,1,-3.9806116796701954,28.828438524642728,25,0,176,0,0.021850712517149054,45.39858759024659,ok,,0.000481076654775907
pe2,train,/content/obelix_audit_filtered_spectra/Train_cif/pe2/Lithium_PDOS_pe2.csv,pdos,summed_named_Li_PDOS_columns,table_header;frequency_column=Frequency_THz;selected_density_columns=['Lithium_PDOS'],201,1,-1.1354289863767195,12.969410313345607,17,0,184,0,0.0,51.99785104407048,ok,,0.0
pg8,train,/content/obelix_audit_filtered_spectra/Train_cif/pg8/Lithium_PDOS_pg8.csv,pdos,summed_named_Li_PDOS_columns,table_header;frequency_column=Frequency_THz;selected_density_columns=['Lithium_PDOS'],201,1,-3.897818295624499,40.54594299121304,18,0,183,0,3.631827979510841e-05,27.670115488249518,ok,,1.3125435685733536e-06
pql,train,/content/obelix_audit_filtered_spectra/Train_cif/pql/Lithium_PDOS_pql.csv,pdos,summed_named_Li_PDOS_columns,table_header;frequency_column=Frequency_THz;selected_density_columns=['Lithium_PDOS'],201,1,-1.399408900188951,16.76195735626635,16,0,185,0,0.0,194.60558584893408,ok,,0.0
pwr,train,/content/obelix_audit_filtered_spectra/Train_cif/pwr/Lithium_PDOS_pwr.csv,pdos,summed_named_Li_PDOS_columns,table_header;frequency_column=Frequency_THz;selected_density_columns=['Lithium_PDOS'],201,1,-3.551477442514659,32.99046363657917,20,0,181,0,0.0013336413812202587,21.02156060287667,ok,,6.343757266364618e-05
qa9,train,/content/obelix_audit_filtered_spectra/Train_cif/qa9/Lithium_PDOS_qa9.csv,pdos,summed_named_Li_PDOS_columns,table_header;frequency_column=Frequency_THz;selected_density_columns=['Lithium_PDOS'],201,1,-5.6817777763520905,56.0690659675278,19,0,182,0,0.0006471882087354798,18.099229109076507,ok,,3.5756499000634055e-05
qbb,train,/content/obelix_audit_filtered_spectra/Train_cif/qbb/Lithium_PDOS_qbb.csv,pdos,summed_named_Li_PDOS_columns,table_header;frequency_column=Frequency_THz;selected_density_columns=['Lithium_PDOS'],201,1,-1.5057640880415133,20.015596115721205,14,0,187,0,0.0,8.930722117126,ok,,0.0
qno,train,/content/obelix_audit_filtered_spectra/Train_cif/qno/Lithium_PDOS_qno.csv,pdos,summed_named_Li_PDOS_columns,table_header;frequency_column=Frequency_THz;selected_density_columns=['Lithium_PDOS'],201,1,-3.8030631486987367,39.38372746424939,18,0,183,0,2.4762787846599857e-05,18.175963414717835,ok,,1.362390182298088e-06
qy4,train,/content/obelix_audit_filtered_spectra/Train_cif/qy4/Lithium_PDOS_qy4.csv,pdos,summed_named_Li_PDOS_columns,table_header;frequency_column=Frequency_THz;selected_density_columns=['Lithium_PDOS'],201,1,-1.3386321304112454,15.445496723070328,16,0,185,0,0.0,23.475270607863678,ok,,0.0
r99,train,/content/obelix_audit_filtered_spectra/Train_cif/r99/Lithium_PDOS_r99.csv,pdos,summed_named_Li_PDOS_columns,table_header;frequency_column=Frequency_THz;selected_density_columns=['Lithium_PDOS'],201,1,-2.68852881901916,28.847951338111173,18,0,183,0,2.8225677162346265e-07,2.949054857421368,ok,,9.571091697331509e-08
rty,train,/content/obelix_audit_filtered_spectra/Train_cif/rty/Lithium_PDOS_rty.csv,pdos,summed_named_Li_PDOS_columns,table_header;frequency_column=Frequency_THz;selected_density_columns=['Lithium_PDOS'],201,1,-1.6264459655615202,19.048491802804367,16,0,185,0,0.0,58.50529030030118,ok,,0.0
rwr,train,/content/obelix_audit_filtered_spectra/Train_cif/rwr/Lithium_PDOS_rwr.csv,pdos,summed_named_Li_PDOS_columns,table_header;frequency_column=Frequency_THz;selected_density_columns=['Lithium_PDOS'],201,1,-1.34212634372206,16.363273483716913,16,0,185,0,0.0,195.14298455012354,ok,,0.0
sg0,train,/content/obelix_audit_filtered_spectra/Train_cif/sg0/Lithium_PDOS_sg0.csv,pdos,summed_named_Li_PDOS_columns,table_header;frequency_column=Frequency_THz;selected_density_columns=['Lithium_PDOS'],201,1,-2.9340564581153283,22.140390623188868,24,0,177,0,0.0027830501201866163,5.993776112260006,ok,,0.0004641078399836799
skm,train,/content/obelix_audit_filtered_spectra/Train_cif/skm/Lithium_PDOS_skm.csv,pdos,summed_named_Li_PDOS_columns,table_header;frequency_column=Frequency_THz;selected_density_columns=['Lithium_PDOS'],201,1,-5.667254143164622,23.892092913786623,39,0,162,0,0.07900895847800657,14.968103424096029,ok,,0.0052507721394774946
sqm,train,/content/obelix_audit_filtered_spectra/Train_cif/sqm/Lithium_PDOS_sqm.csv,pdos,summed_named_Li_PDOS_columns,table_header;frequency_column=Frequency_THz;selected_density_columns=['Lithium_PDOS'],201,1,-2.2032395074814155,24.235631329582827,17,0,184,0,0.0,141.75568624872068,ok,,0.0
t0h,train,/content/obelix_audit_filtered_spectra/Train_cif/t0h/Lithium_PDOS_t0h.csv,pdos,summed_named_Li_PDOS_columns,table_header;frequency_column=Frequency_THz;selected_density_columns=['Lithium_PDOS'],201,1,-5.229467538824754,27.172892743752616,33,0,168,0,0.22880191005972017,23.930475151819433,ok,,0.009470561121249195
t2c,train,/content/obelix_audit_filtered_spectra/Train_cif/t2c/Lithium_PDOS_t2c.csv,pdos,summed_named_Li_PDOS_columns,table_header;frequency_column=Frequency_THz;selected_density_columns=['Lithium_PDOS'],201,1,-1.7600851606942658,19.36093373480964,17,0,184,0,0.0,72.23588601825496,ok,,0.0
tbj,train,/content/obelix_audit_filtered_spectra/Train_cif/tbj/Lithium_PDOS_tbj.csv,pdos,summed_named_Li_PDOS_columns,table_header;frequency_column=Frequency_THz;selected_density_columns=['Lithium_PDOS'],201,1,-2.3020070797380776,25.322073692913204,17,0,184,0,0.0,119.86994910248697,ok,,0.0
tka,train,/content/obelix_audit_filtered_spectra/Train_cif/tka/Lithium_PDOS_tka.csv,pdos,summed_named_Li_PDOS_columns,table_header;frequency_column=Frequency_THz;selected_density_columns=['Lithium_PDOS'],201,1,-3.533159922111332,38.864754082331,17,0,184,0,0.0,5.903640888942418,ok,,0.0
tvf,train,/content/obelix_audit_filtered_spectra/Train_cif/tvf/Lithium_PDOS_tvf.csv,pdos,summed_named_Li_PDOS_columns,table_header;frequency_column=Frequency_THz;selected_density_columns=['Lithium_PDOS'],201,1,-10.17679255768232,111.94471207125216,17,0,164,0,0.0,35.47289767591682,ok,,0.0
tws,train,/content/obelix_audit_filtered_spectra/Train_cif/tws/Lithium_PDOS_tws.csv,pdos,summed_named_Li_PDOS_columns,table_header;frequency_column=Frequency_THz;selected_density_columns=['Lithium_PDOS'],201,1,-3.142475971528264,26.78305807145613,22,0,179,0,0.0008317748998023757,36.861147299471995,ok,,2.256457522598577e-05
u0c,train,/content/obelix_audit_filtered_spectra/Train_cif/u0c/Lithium_PDOS_u0c.csv,pdos,summed_named_Li_PDOS_columns,table_header;frequency_column=Frequency_THz;selected_density_columns=['Lithium_PDOS'],201,1,-2.492774027138838,27.420515333722825,17,0,184,0,0.0,29.055743505103763,ok,,0.0
uaz,train,/content/obelix_audit_filtered_spectra/Train_cif/uaz/Lithium_PDOS_uaz.csv,pdos,summed_named_Li_PDOS_columns,table_header;frequency_column=Frequency_THz;selected_density_columns=['Lithium_PDOS'],201,1,-2.3047923799306345,25.35271336276362,17,0,184,0,0.0,144.6065473470034,ok,,0.0
ueu,train,/content/obelix_audit_filtered_spectra/Train_cif/ueu/Lithium_PDOS_ueu.csv,pdos,summed_named_Li_PDOS_columns,table_header;frequency_column=Frequency_THz;selected_density_columns=['Lithium_PDOS'],201,1,-2.313791163079103,25.451702366462797,17,0,184,0,0.0,136.11875611622423,ok,,0.0
uex,train,/content/obelix_audit_filtered_spectra/Train_cif/uex/Lithium_PDOS_uex.csv,pdos,summed_named_Li_PDOS_columns,table_header;frequency_column=Frequency_THz;selected_density_columns=['Lithium_PDOS'],201,1,-4.39779408995796,39.55170578400108,21,0,180,0,0.002009880108625224,19.759813958623504,ok,,0.00010170519305439642
ui6,train,/content/obelix_audit_filtered_spectra/Train_cif/ui6/Lithium_PDOS_ui6.csv,pdos,summed_named_Li_PDOS_columns,table_header;frequency_column=Frequency_THz;selected_density_columns=['Lithium_PDOS'],201,1,-1.7427957020941387,19.17075023852067,17,0,184,0,0.0,62.92385406311232,ok,,0.0
uox,train,/content/obelix_audit_filtered_spectra/Train_cif/uox/Lithium_PDOS_uox.csv,pdos,summed_named_Li_PDOS_columns,table_header;frequency_column=Frequency_THz;selected_density_columns=['Lithium_PDOS'],201,1,-4.367162384896512,38.67500469233144,21,0,180,0,0.002133207809995298,20.49737308900576,ok,,0.00010406142368056226
ur9,train,/content/obelix_audit_filtered_spectra/Train_cif/ur9/Lithium_PDOS_ur9.csv,pdos,summed_named_Li_PDOS_columns,table_header;frequency_column=Frequency_THz;selected_density_columns=['Lithium_PDOS'],201,1,-3.552545004513114,39.0779918965016,17,0,184,0,0.0,17.04856269457782,ok,,0.0
usu,train,/content/obelix_audit_filtered_spectra/Train_cif/usu/Lithium_PDOS_usu.csv,pdos,summed_named_Li_PDOS_columns,table_header;frequency_column=Frequency_THz;selected_density_columns=['Lithium_PDOS'],201,1,-2.0684412767343607,16.487010301235067,23,0,178,0,0.002302175584056532,26.784529224551456,ok,,8.594430411223948e-05
uu4,train,/content/obelix_audit_filtered_spectra/Train_cif/uu4/Lithium_PDOS_uu4.csv,pdos,summed_named_Li_PDOS_columns,table_header;frequency_column=Frequency_THz;selected_density_columns=['Lithium_PDOS'],201,1,-3.600444514716556,32.6476432770633,20,0,181,0,0.0013100988501560987,23.667101323886207,ok,,5.535220876284037e-05
uut,train,/content/obelix_audit_filtered_spectra/Train_cif/uut/Lithium_PDOS_uut.csv,pdos,summed_named_Li_PDOS_columns,table_header;frequency_column=Frequency_THz;selected_density_columns=['Lithium_PDOS'],201,1,-1.7401065552797452,19.14117087409175,17,0,184,0,0.0,71.57355749712042,ok,,0.0
uw9,train,/content/obelix_audit_filtered_spectra/Train_cif/uw9/Lithium_PDOS_uw9.csv,pdos,summed_named_Li_PDOS_columns,table_header;frequency_column=Frequency_THz;selected_density_columns=['Lithium_PDOS'],201,1,-2.05080937059928,22.55890108517428,17,0,184,0,0.0,146.02801393734293,ok,,0.0
uxi,train,/content/obelix_audit_filtered_spectra/Train_cif/uxi/Lithium_PDOS_uxi.csv,pdos,summed_named_Li_PDOS_columns,table_header;frequency_column=Frequency_THz;selected_density_columns=['Lithium_PDOS'],201,1,-1.467242270809715,16.13966392869968,17,0,184,0,0.0,38.046557987346155,ok,,0.0
uxo,train,/content/obelix_audit_filtered_spectra/Train_cif/uxo/Lithium_PDOS_uxo.csv,pdos,summed_named_Li_PDOS_columns,table_header;frequency_column=Frequency_THz;selected_density_columns=['Lithium_PDOS'],201,1,-3.1822211862964367,35.004429340404656,17,0,184,0,0.0,36.52691576972559,ok,,0.0
vj7,train,/content/obelix_audit_filtered_spectra/Train_cif/vj7/Lithium_PDOS_vj7.csv,pdos,summed_named_Li_PDOS_columns,table_header;frequency_column=Frequency_THz;selected_density_columns=['Lithium_PDOS'],201,1,-1.7517208098611987,19.268927810574603,17,0,184,0,0.0,74.87440281848707,ok,,0.0
vqj,train,/content/obelix_audit_filtered_spectra/Train_cif/vqj/Lithium_PDOS_vqj.csv,pdos,summed_named_Li_PDOS_columns,table_header;frequency_column=Frequency_THz;selected_density_columns=['Lithium_PDOS'],201,1,-1.74404867108802,19.18453350627018,17,0,184,0,0.0,73.79227332828376,ok,,0.0
vqu,train,/content/obelix_audit_filtered_spectra/Train_cif/vqu/Lithium_PDOS_vqu.csv,pdos,summed_named_Li_PDOS_columns,table_header;frequency_column=Frequency_THz;selected_density_columns=['Lithium_PDOS'],201,1,-2.298012333539614,25.278133524470856,17,0,184,0,0.0,120.00159949827895,ok,,0.0
vy5,train,/content/obelix_audit_filtered_spectra/Train_cif/vy5/Lithium_PDOS_vy5.csv,pdos,summed_named_Li_PDOS_columns,table_header;frequency_column=Frequency_THz;selected_density_columns=['Lithium_PDOS'],201,1,-2.265039487127037,24.915435125149447,17,0,184,0,0.0,31.082674088184888,ok,,0.0
w7d,train,/content/obelix_audit_filtered_spectra/Train_cif/w7d/Lithium_PDOS_w7d.csv,pdos,summed_named_Li_PDOS_columns,table_header;frequency_column=Frequency_THz;selected_density_columns=['Lithium_PDOS'],201,1,-3.240006580970156,35.6400629829783,17,0,184,0,0.0,34.784587832793555,ok,,0.0
w87,train,/content/obelix_audit_filtered_spectra/Train_cif/w87/Lithium_PDOS_w87.csv,pdos,summed_named_Li_PDOS_columns,table_header;frequency_column=Frequency_THz;selected_density_columns=['Lithium_PDOS'],201,1,-1.783150028006504,19.61464899741001,17,0,184,0,0.0,72.64276270388167,ok,,0.0
wsd,train,/content/obelix_audit_filtered_spectra/Train_cif/wsd/Lithium_PDOS_wsd.csv,pdos,summed_named_Li_PDOS_columns,table_header;frequency_column=Frequency_THz;selected_density_columns=['Lithium_PDOS'],201,1,-1.7523873192883397,19.27626115685032,17,0,184,0,0.0,71.79058305654424,ok,,0.0
wyu,train,/content/obelix_audit_filtered_spectra/Train_cif/wyu/Lithium_PDOS_wyu.csv,pdos,summed_named_Li_PDOS_columns,table_header;frequency_column=Frequency_THz;selected_density_columns=['Lithium_PDOS'],201,1,-2.000679427156008,22.00747178239326,17,0,184,0,0.0,83.6492515216068,ok,,0.0
x2i,train,/content/obelix_audit_filtered_spectra/Train_cif/x2i/Lithium_PDOS_x2i.csv,pdos,summed_named_Li_PDOS_columns,table_header;frequency_column=Frequency_THz;selected_density_columns=['Lithium_PDOS'],201,1,-1.946030809699081,21.406337307438356,17,0,184,0,0.0,24.22659068925953,ok,,0.0
x2v,train,/content/obelix_audit_filtered_spectra/Train_cif/x2v/Lithium_PDOS_x2v.csv,pdos,summed_named_Li_PDOS_columns,table_header;frequency_column=Frequency_THz;selected_density_columns=['Lithium_PDOS'],201,1,-1.743682103224637,19.180499762052367,17,0,184,0,0.0,76.6149299217021,ok,,0.0
xa0,train,/content/obelix_audit_filtered_spectra/Train_cif/xa0/Lithium_PDOS_xa0.csv,pdos,summed_named_Li_PDOS_columns,table_header;frequency_column=Frequency_THz;selected_density_columns=['Lithium_PDOS'],201,1,-3.7326832591886734,41.05951278323067,17,0,184,0,0.0,27.58895645717092,ok,,0.0
xas,train,/content/obelix_audit_filtered_spectra/Train_cif/xas/Lithium_PDOS_xas.csv,pdos,summed_named_Li_PDOS_columns,table_header;frequency_column=Frequency_THz;selected_density_columns=['Lithium_PDOS'],201,1,-1.066209407369675,11.728297857824236,17,0,184,0,0.0,24.250272054623636,ok,,0.0
xub,train,/content/obelix_audit_filtered_spectra/Train_cif/xub/Lithium_PDOS_xub.csv,pdos,summed_named_Li_PDOS_columns,table_header;frequency_column=Frequency_THz;selected_density_columns=['Lithium_PDOS'],201,1,-2.378283012372985,26.161110224569715,17,0,184,0,0.0,26.574227087753144,ok,,0.0
xut,train,/content/obelix_audit_filtered_spectra/Train_cif/xut/Lithium_PDOS_xut.csv,pdos,summed_named_Li_PDOS_columns,table_header;frequency_column=Frequency_THz;selected_density_columns=['Lithium_PDOS'],201,1,-3.691748070158587,30.89093149319791,22,0,179,0,0.03268565265942824,23.1564556631105,ok,,0.0014095240619022035
xz4,train,/content/obelix_audit_filtered_spectra/Train_cif/xz4/Lithium_PDOS_xz4.csv,pdos,summed_named_Li_PDOS_columns,table_header;frequency_column=Frequency_THz;selected_density_columns=['Lithium_PDOS'],201,1,-4.068348242230901,28.979485771688363,25,0,176,0,0.003125698049220872,6.125484117527583,ok,,0.0005100174661595244
y2l,train,/content/obelix_audit_filtered_spectra/Train_cif/y2l/Lithium_PDOS_y2l.csv,pdos,summed_named_Li_PDOS_columns,table_header;frequency_column=Frequency_THz;selected_density_columns=['Lithium_PDOS'],201,1,-2.2086484764869567,16.93087525614801,24,0,177,0,0.002685781228618193,30.530941390064235,ok,,8.796142081486193e-05
yav,train,/content/obelix_audit_filtered_spectra/Train_cif/yav/Lithium_PDOS_yav.csv,pdos,summed_named_Li_PDOS_columns,table_header;frequency_column=Frequency_THz;selected_density_columns=['Lithium_PDOS'],201,1,-1.2316429036314978,13.548070128096972,17,0,184,0,0.0,47.73834387646923,ok,,0.0
ym6,train,/content/obelix_audit_filtered_spectra/Train_cif/ym6/Lithium_PDOS_ym6.csv,pdos,summed_named_Li_PDOS_columns,table_header;frequency_column=Frequency_THz;selected_density_columns=['Lithium_PDOS'],201,1,-4.214485984737265,40.984356802809046,19,0,182,0,0.0006720089130464138,24.387475320125002,ok,,2.755473402632262e-05
ymc,train,/content/obelix_audit_filtered_spectra/Train_cif/ymc/Lithium_PDOS_ymc.csv,pdos,summed_named_Li_PDOS_columns,table_header;frequency_column=Frequency_THz;selected_density_columns=['Lithium_PDOS'],201,1,-1.7718248078622365,19.490073590359067,17,0,184,0,0.0,71.1884075160816,ok,,0.0
yq2,train,/content/obelix_audit_filtered_spectra/Train_cif/yq2/Lithium_PDOS_yq2.csv,pdos,summed_named_Li_PDOS_columns,table_header;frequency_column=Frequency_THz;selected_density_columns=['Lithium_PDOS'],201,1,-4.979850976657033,39.8693492562141,23,0,178,0,0.07335732260678268,21.576433290114842,ok,,0.0033883617591976716
