ID,totalDOS_000.00_001.00THz,totalDOS_001.00_002.00THz,totalDOS_002.00_003.00THz,totalDOS_003.00_004.00THz,totalDOS_004.00_005.00THz,totalDOS_005.00_006.00THz,totalDOS_006.00_007.00THz,totalDOS_007.00_008.00THz,totalDOS_008.00_009.00THz,totalDOS_009.00_010.00THz,totalDOS_010.00_011.00THz,totalDOS_011.00_012.00THz,totalDOS_012.00_013.00THz,totalDOS_013.00_014.00THz,totalDOS_014.00_015.00THz,totalDOS_015.00_016.00THz,totalDOS_016.00_017.00THz,totalDOS_017.00_018.00THz,totalDOS_018.00_019.00THz,totalDOS_019.00_020.00THz,totalDOS_020.00_021.00THz,totalDOS_021.00_022.00THz,totalDOS_022.00_023.00THz,totalDOS_023.00_024.00THz,totalDOS_024.00_025.00THz,totalDOS_025.00_026.00THz,totalDOS_026.00_027.00THz,totalDOS_027.00_028.00THz,totalDOS_028.00_029.00THz,totalDOS_029.00_030.00THz,totalDOS_030.00_031.00THz,totalDOS_031.00_032.00THz,totalDOS_032.00_033.00THz,totalDOS_033.00_034.00THz,totalDOS_034.00_035.00THz,totalDOS_035.00_036.00THz,totalDOS_036.00_037.00THz,totalDOS_037.00_038.00THz,totalDOS_038.00_039.00THz,totalDOS_039.00_040.00THz,totalDOS_040.00_041.00THz,totalDOS_041.00_042.00THz,totalDOS_042.00_043.00THz,totalDOS_043.00_044.00THz,totalDOS_044.00_045.00THz,totalDOS_045.00_046.00THz,totalDOS_046.00_047.00THz,totalDOS_047.00_048.00THz,totalDOS_048.00_049.00THz,totalDOS_049.00_050.00THz,totalDOS_050.00_051.00THz,totalDOS_051.00_052.00THz,totalDOS_052.00_053.00THz,totalDOS_053.00_054.00THz,totalDOS_054.00_055.00THz,totalDOS_055.00_056.00THz,totalDOS_056.00_057.00THz,totalDOS_057.00_058.00THz,totalDOS_058.00_059.00THz,totalDOS_059.00_060.00THz,totalDOS_060.00_061.00THz,totalDOS_061.00_062.00THz,totalDOS_062.00_063.00THz,totalDOS_063.00_064.00THz,totalDOS_064.00_065.00THz,totalDOS_065.00_066.00THz,totalDOS_066.00_067.00THz,totalDOS_067.00_068.00THz,totalDOS_068.00_069.00THz,totalDOS_069.00_070.00THz,totalDOS_070.00_071.00THz,totalDOS_071.00_072.00THz,totalDOS_072.00_073.00THz,totalDOS_073.00_074.00THz,totalDOS_074.00_075.00THz,totalDOS_075.00_076.00THz,totalDOS_076.00_077.00THz,totalDOS_077.00_078.00THz,totalDOS_078.00_079.00THz,totalDOS_079.00_080.00THz,totalDOS_080.00_081.00THz,totalDOS_081.00_082.00THz,totalDOS_082.00_083.00THz,totalDOS_083.00_084.00THz,totalDOS_084.00_085.00THz,totalDOS_085.00_086.00THz,totalDOS_086.00_087.00THz,totalDOS_087.00_088.00THz,totalDOS_088.00_089.00THz,totalDOS_089.00_090.00THz,totalDOS_090.00_091.00THz,totalDOS_091.00_092.00THz,totalDOS_092.00_093.00THz,totalDOS_093.00_094.00THz,totalDOS_094.00_095.00THz,totalDOS_095.00_096.00THz,totalDOS_096.00_097.00THz,totalDOS_097.00_098.00THz,totalDOS_098.00_099.00THz,totalDOS_099.00_100.00THz
883,0.0015072298728305447,0.01234317842370903,0.036152052299021596,0.04699828387039709,0.05493203029549535,0.011541850948865303,0.028015286060775933,0.04168848097963752,0.03242210580588051,0.031759563584810586,0.02189665001901719,0.047184079911371773,0.006189885848855997,0.018746157588323608,0.03645681612183616,0.04708352078076055,0.008550548509611846,0.0,0.0,0.0,0.009684998610656905,0.04632553081005641,0.048322923765907515,0.037552765359079865,0.07583260388867268,0.023373005093537423,0.025254970262935415,0.0261694889924936,3.283181733002142e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000568514568912928,0.025527725135803623,0.0,0.011240496962692848,0.04842222329333163,0.062293790816622834,0.04943182467296719,0.026498585027798536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8ub,0.008126658689271952,0.049065490242121604,0.09344008797932622,0.07997064566782892,0.05258607412090822,0.05879411516501348,0.10320867150731844,0.08844240462920558,0.08026395111412607,0.06043627042755057,0.06979354670864925,0.10135806944174565,0.03681011486106418,0.020126067315796255,0.004736799721954894,0.04203680416534667,0.04495650710053229,0.005847721142239743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
95j,0.000211799963207561,0.001584000564396733,0.004684784705918836,0.010876129595401313,0.025183618579293927,0.03004725072205891,0.027592334807474042,0.041267284400442535,0.06265515772547607,0.053350657503947914,0.0697728707005195,0.04625517453011364,0.025211496706574413,0.0,0.00014254744353328513,0.00874336823022007,0.013903714920907669,0.034657078417791455,0.03074546327967356,0.00792358443093978,8.043227191468892e-05,0.0,0.005678463180287076,0.026973103593719044,0.027307202431388417,0.03499908065378792,0.032393638881159315,0.02853920461276002,0.02568049188316219,0.027009009396283822,0.034292268708633826,0.062331379949262466,0.0014833566323371012,0.0,0.0,0.0,0.0,0.016620259203915654,0.019077425752354403,0.019490408244675426,0.013011855482501982,0.022453483688222815,0.018047631498853144,0.01984865552938734,0.013381208561296163,0.017426570891425627,0.007236560010756786,0.0,0.005403712249653338,0.023150082743540853,0.003276196720829375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
96f,0.014061218463595516,0.09372565220194924,0.12859537218669123,0.05431357252994698,0.07509285845730561,0.0784449795783396,0.07617006701107151,0.060325146506345836,0.061594414499905464,0.058786926083838946,0.07760973874268526,0.053339101005077945,0.05065028993283313,0.02686353116255743,0.004311696894445501,0.02001706552518336,0.043651744588518455,0.022446624629709012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
97b,0.005740264929323603,0.022941175221643212,0.050824678336611376,0.05924192663617045,0.06024501332703274,0.06360295564057133,0.0464403561924975,0.05461198706401169,0.06381472822209679,0.07336376314218694,0.07113340389901447,0.058568863703477116,0.06009117389420063,0.0876373977373936,0.0669546119971675,0.025110822309210037,0.03875828523816397,0.03672296729502714,0.02693492568847327,0.00865799191973866,0.008921643235646958,0.0073738124625834876,0.0023072519077575273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
97p,0.00981193364076357,0.05589443074523561,0.09743104800823744,0.09422975030483305,0.08327276585923833,0.06677910941488219,0.0893075279262422,0.09045403294046664,0.07833855033688307,0.05294015031477343,0.06542908353721096,0.0538997029543436,0.053749046839046355,0.030254213356006792,0.007286824561167765,0.003356589106309404,0.034014937266934796,0.03355030288742478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9ky,0.003374517482683148,0.027862716314144644,0.06103458227952618,0.06754369614365303,0.06211637301124599,0.05980207745591569,0.0601155043383483,0.040320414996703934,0.04577686977390649,0.039528888054234004,0.044125009297169934,0.0620822066082177,0.04187858866072444,0.028411378590434837,0.004778637642741773,0.07161201954415511,0.03646524393736677,0.0009355993427238772,0.03859522186273547,0.012152797515742478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02308944669312443,0.053909784051933314,0.03229410306962509,0.02204262687422744,0.020755379746098285,0.0035782052411739585,0.010867068706555004,0.01922819777634049,0.005722844988548193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9lo,0.0004925705016961151,0.003721675688097745,0.012861176072746233,0.03596109470452835,0.0595194027978966,0.06939350891104806,0.04971331584484022,0.022908854536263096,0.018835444826035788,0.06062798912593645,0.07217363595121001,0.06558001938413818,0.06941240406738171,0.08046742253788865,0.06437717598285034,0.02824475753382669,0.024692207802463714,0.06295024260231692,0.03533838798138806,0.0006178989183900557,0.0,0.0,0.0,0.0,0.0,0.0,0.03495317270915774,0.009352252493079303,0.02228782436755373,0.051766378487321574,0.02517966467510147,0.017391752557839257,0.001179768939003919,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9ph,0.0015844625613405817,0.01772159779308367,0.07127486410679516,0.06114670595413367,0.06528880452697766,0.07161326286844581,0.0684876131043728,0.07086556870462833,0.07183566793732035,0.07218374105265696,0.067814565155332,0.052757247955335235,0.053186208527878163,0.05550391756163003,0.056566429676269986,0.040085536762765245,0.024135143601648337,0.017822293226038306,0.0008375843619364478,0.0015417396159114844,0.003758999235916365,0.011259671817554332,0.020172712203759952,0.014286938563867395,0.006285660038475189,0.001983063085926547,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9rc,0.014116157088053334,0.07203523053007613,0.10244721023517053,0.0910204476265624,0.09945334773499095,0.08447109682316442,0.09135660525466795,0.06300338346489456,0.05804108548969833,0.06075668013084441,0.08944394053999974,0.0702232406407065,0.023362337697379016,0.013489011521095252,0.004002462648134989,0.024526743780198857,0.010098482623981355,0.028152536170381267,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9s4,0.0026336348262048816,0.016633452990590176,0.03511419239549889,0.05321694218131967,0.05808369693851379,0.05831142658814975,0.05569519269299305,0.05644298042969158,0.0551729144372752,0.05050658114859177,0.050785019680926156,0.03820477520188511,0.05390791944316645,0.031039254301028215,0.005598652004459761,0.036347378593997136,0.06143187301643599,0.010832554288349026,0.02292271939268505,0.02498963980418047,0.0,0.0,0.0,0.0,0.0,0.0,0.004761147049330764,0.045019732908691684,0.04091820069759703,0.04025222033325366,0.03715566226944467,0.010942883423395246,0.009941815580550972,0.01229405484098308,0.01791874727517383,0.0011081586368876634,0.0018165766287492737,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9wf,0.1644745071923128,0.3131125780778055,0.1391972326585225,0.1026612342528517,0.04251846569662675,0.05589619969038819,0.07392853594145679,0.05316065754047623,0.0343618003552746,0.012787277704584224,0.0,0.007901510889700706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9zk,0.00034565622667216645,0.002856890678786917,0.013205589480277094,0.037678944362931406,0.04559385305536162,0.018640156310474245,0.048130591109493914,0.05842164962145044,0.08253957668790643,0.08408037947134667,0.07362613881294126,0.08431553774245859,0.07674486897738056,0.05500049247131169,0.054010504697326496,0.07336621934619746,0.07104629382800089,0.04666857749416104,0.03140548782094517,0.01194718208822613,0.020137273681473458,0.01021102259996619,2.71134349101644e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9zr,0.006322230041125061,0.0732654776175094,0.1091555664093921,0.08918562539238507,0.07566963305095005,0.05928071947766374,0.0733148981366158,0.0715663420016084,0.06134556670106052,0.07333310607728473,0.07282344208167763,0.06604976443358478,0.049469216327255885,0.040305910406924696,0.0070287875630139374,0.01117815834390605,0.03718831347155314,0.02337816134823183,0.00013908111825718336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
a8v,0.012619702714173021,0.07834631372744741,0.10372275178302028,0.061921714669040805,0.0852315564682938,0.08124134843050816,0.08689689952109386,0.0747514903333763,0.06666660203925998,0.09024891772481082,0.05223252887295197,0.07602351389281904,0.055017424631403695,0.013948188061139422,0.0,0.0022618436397709397,0.042762348192478754,0.016106855298411736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
an2,0.0008550105829383125,0.006791588524011355,0.03718746051087491,0.08208650964982925,0.0773050055564178,0.0749914754838183,0.08263139949730045,0.05190348610151114,0.04720144625011076,0.03945475650414276,0.049143643819770017,0.035978668312121716,0.04147934329825409,0.06259109816203788,0.04816034648509888,0.05414269410007169,0.04011254560681425,0.04426197022497214,0.022352096621878176,0.00012406027916789697,0.0,0.0,0.0,0.0089332891645728,0.02751920020780903,0.021788099666604277,0.021647666671331188,0.01411096917383818,0.0072461695447027345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
aui,0.0007608470967844619,0.006072822770544947,0.02409969505995055,0.022933503142317183,0.06650640869742276,0.04337970620113585,0.055957112190226414,0.05653562328623258,0.08304345851932597,0.052812401513800795,0.055678248225672695,0.07648098574582918,0.06707783515577774,0.05367914963890492,0.05031558377795566,0.03929447342117969,0.05665837323184876,0.036203820168114555,0.051727507371605176,0.03316495394871759,0.03713287239888315,0.03048461843776937,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
be9,0.18240093893619522,0.19868671575325414,0.12779667653897325,0.06923624778975308,0.0,0.05258274445975098,0.09586311709369501,0.08477263973549438,0.12392774175682753,0.006176955125316287,0.05855622281073991,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bi3,0.0017803622965520368,0.019170898287834262,0.057006258358895494,0.08181268082126877,0.0692815742771549,0.04890342497216217,0.045810386958457544,0.04397383934054102,0.05807058102350083,0.069718519293763,0.07764515685676035,0.0629362487629067,0.0519272657838838,0.0483064769332773,0.04810419116671897,0.06022048892351422,0.04246987818464571,0.04117482630361391,0.03216446767673271,0.02694512865952889,0.011855304321519822,0.0007220407967676254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bjw,0.008069645590565654,0.0626615649629548,0.13415058804057206,0.15867824068053885,0.14099512744493792,0.12389797819566738,0.10972953870444713,0.08837033417979316,0.0641577517278037,0.053560320601452986,0.03074321403646637,0.02121235078486539,0.0037733450499345925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bnh,0.012611721697138294,0.07832992954859355,0.10379609138947274,0.061972615201287606,0.08522653261580611,0.08124465882907318,0.08690290074998935,0.07474962919374295,0.06669451623746496,0.09019578784703797,0.05221678835772413,0.0760067875697621,0.055006016045101205,0.013937744261015935,0.0,0.002268146141190865,0.042735741474926946,0.01610439284067209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bq9,0.00494642806434895,0.05602146121117967,0.0708696039146952,0.020733405842094727,0.03717231032714935,0.042493472388245156,0.054151105616709994,0.06642373715046397,0.06568604390220267,0.06924591177432034,0.0764755433228736,0.06959775738658792,0.0584724465853781,0.054838430106593214,0.05728543128179426,0.05724114589745582,0.044937370102466435,0.03729776621052888,0.03819228599459892,0.017701463864438893,0.00021687905587377957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bsa,0.0008311136268230507,0.006481202622388384,0.029394641537365103,0.06771243529994617,0.04591679040232574,0.06995850780171155,0.03992860539554554,0.04531021507384876,0.056782377784549296,0.042881701586412406,0.008212458445255439,0.05444005613381717,0.14898836559634565,0.060956772578573605,0.07593863025962118,0.048211850888980834,0.03401427564569536,0.05134306664611057,0.03217435089189379,0.03986968112186194,0.03990011364052475,0.0007527870204035417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bv2,0.0022040867540940178,0.010120444256812305,0.032163470825924266,0.05374998483284716,0.06919236760400017,0.08574698540001918,0.06431753413808544,0.05500827126409223,0.0760709710431891,0.07051156197718408,0.07431425613849785,0.10364780173385331,0.06582413302675139,0.049980981295500534,0.019718861846161454,0.07168237291618106,0.031874492671442774,0.024523774836343822,0.020574460790612842,0.016303909929028314,0.0024692767193786906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
