ID,frac_H,frac_Li,frac_B,frac_C,frac_N,frac_O,frac_F,frac_Na,frac_Mg,frac_Al,frac_Si,frac_P,frac_S,frac_Cl,frac_K,frac_Ca,frac_Sc,frac_Ti,frac_V,frac_Cr,frac_Mn,frac_Fe,frac_Co,frac_Cu,frac_Zn,frac_Ga,frac_Ge,frac_Se,frac_Br,frac_Sr,frac_Y,frac_Zr,frac_Nb,frac_Mo,frac_Ag,frac_Cd,frac_In,frac_Sn,frac_Sb,frac_Te,frac_I,frac_Ba,frac_La,frac_Ce,frac_Pr,frac_Nd,frac_Sm,frac_Gd,frac_Er,frac_Lu,frac_Hf,frac_Ta,frac_W,frac_Pb,frac_Bi,comp_Z_mean,comp_Z_std,comp_Z_min,comp_Z_max,comp_atomic_mass_mean,comp_atomic_mass_std,comp_atomic_mass_min,comp_atomic_mass_max,comp_X_mean,comp_X_std,comp_X_min,comp_X_max,comp_row_mean,comp_row_std,comp_row_min,comp_row_max,comp_group_mean,comp_group_std,comp_group_min,comp_group_max,static_Z,static_Space group #,static_a,static_b,static_c,static_alpha,static_beta,static_gamma
fj5,0.0,0.3939393939393939,0.0,0.0,0.0,0.48484848484848486,0.0,0.0,0.0,0.0,0.030303030303030304,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.848484848484848,3.750726896185649,3.0,15.0,14.158490484848487,7.331218063234464,6.941,30.973762,2.310606060606061,1.1499326446518492,0.98,3.44,2.121212121212121,0.3263736246748184,2.0,3.0,9.93939393939394,7.219247815848264,1.0,16.0,2,62,10.52587,6.11525,4.97031,90.0,90.0,90.0
fkj,0.0,0.48148148148148145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.037037037037037035,0.037037037037037035,0.37037037037037035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07407407407407407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.037037037037038,9.146873505441855,3.0,35.0,23.32408377777778,19.941645709899504,6.941,79.904,1.798148148148148,0.809169839961907,0.98,2.96,2.5925925925925926,0.624159242457508,2.0,4.0,8.74074074074074,7.476345872112344,1.0,17.0,4,216,10.0521,10.0521,10.0521,90.0,90.0,90.0
fkt,0.0,0.06593406593406594,0.0,0.0,0.0,0.6593406593406593,0.0,0.0,0.0,0.0,0.0,0.16483516483516483,0.0,0.0,0.0,0.0,0.0,0.09890109890109891,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01098901098901099,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.747252747252748,6.924385015091068,3.0,57.0,22.3728010989011,16.37646255560949,6.941,138.90547,2.858131868131868,0.8574353685160324,0.98,3.44,2.406593406593407,0.7556093818756521,2.0,6.0,13.516483516483516,4.993099936412551,1.0,16.0,6,167,8.511,8.511,20.853,90.0,90.0,120.0
fnu,0.0,0.38709677419354843,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08064516129032259,0.48387096774193555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.040322580645161296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00806451612903226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.85483870967742,8.458335789552466,3.0,56.0,24.73655338709677,18.613736631227965,6.941,137.327,1.8925806451612903,0.752876067177471,0.89,2.58,2.677419354838709,0.629239006552618,2.0,6.0,9.919354838709676,7.207295558056868,1.0,16.0,2,137,8.727,8.727,12.908,90.0,90.0,90.0
fwz,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.333333333333332,5.934831271588285,3.0,16.0,23.02708333333333,11.461264809554057,6.941,32.065,1.9333333333333333,0.7156970184527963,0.98,2.58,2.6666666666666665,0.4714045207910317,2.0,3.0,10.666666666666666,6.871842709362767,1.0,16.0,4,36,6.735,11.664,5.926,90.0,90.0,90.0
g5g,0.0,0.10526315789473684,0.0,0.0,0.0,0.631578947368421,0.0,0.0,0.0,0.0,0.0,0.15789473684210525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05263157894736842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05263157894736842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.105263157894736,8.251919947835459,3.0,40.0,23.264009789473683,18.902227767087346,6.941,91.224,2.7789473684210524,0.9207656695829555,0.98,3.44,2.421052631578947,0.8153649149910351,2.0,5.0,13.105263157894736,5.320217020129371,1.0,16.0,8,61,8.596,8.787,24.21,90.0,90.0,90.0
g5q,0.0,0.2765957446808511,0.0,0.0,0.0,0.5106382978723404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06382978723404255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1276595744680851,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02127659574468085,0.0,0.0,0.0,16.29787234042553,19.99565366988113,3.0,73.0,37.49513404255318,49.28622767985966,6.941,180.94788,2.2848936170212766,1.1844163161487,0.98,3.44,2.787234042553191,1.5289569551678026,2.0,6.0,9.191489361702127,7.015600542597268,1.0,16.0,8,230,12.9187,12.9187,12.9187,90.0,90.0,90.0
g8j,0.0,0.3946731234866828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08958837772397095,0.48426150121065376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.031476997578692496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.849878934624698,9.271097593633131,3.0,50.0,24.77879465859564,20.79544818118901,6.941,118.71,1.8940677966101696,0.7520547577136558,0.98,2.58,2.668280871670702,0.6407367116857778,2.0,5.0,9.927360774818402,7.220803417441041,1.0,16.0,6,137,8.737,8.737,12.713,90.0,90.0,90.0
ga9,0.6666666666666666,0.05555555555555555,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05555555555555555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05555555555555555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.833333333333333,13.200378782444085,1.0,58.0,12.613237777777778,32.00409940341455,1.00794,140.116,2.098888888888889,0.43901264078091434,0.98,3.16,1.611111111111111,1.208253509496197,1.0,6.0,4.0,5.426273532033235,1.0,17.0,8,217,11.72,11.72,11.72,90.0,90.0,90.0
gas,0.0,0.06275303643724697,0.0,0.0,0.0,0.6072874493927126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1821862348178138,0.0,0.0,0.0,0.0,0.02024291497975709,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12753036437246965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.870445344129553,16.49547284857348,3.0,57.0,37.780157004048576,40.98220467113897,6.941,138.90547,2.609473684210526,1.0465386007356567,0.98,3.44,2.91497975708502,1.41880741232714,2.0,6.0,11.072874493927126,6.214677760954894,1.0,16.0,1,221,3.8845,3.8845,3.8845,90.0,90.0,90.0
gcj,0.0,0.2608695652173913,0.0,0.0,0.0,0.5217391304347826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.043478260869565216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08695652173913043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08695652173913043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.347826086956523,16.612223618016092,3.0,57.0,32.05828260869565,40.20699729699537,6.941,138.90547,2.328695652173913,1.1717816399484278,0.98,3.44,2.6956521739130435,1.365245084183268,2.0,6.0,9.391304347826086,6.982830685734351,1.0,16.0,8,230,12.72185,12.72185,12.72185,90.0,90.0,90.0
gdr,0.0,0.26724137931034486,0.0,0.0,0.0,0.5172413793103449,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05172413793103448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12931034482758622,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.034482758620689655,0.0,0.0,0.0,16.896551724137932,20.896452144977257,3.0,73.0,39.05045318965518,51.71873104063134,6.941,180.94788,2.3039655172413793,1.181006204041009,0.98,3.44,2.8103448275862073,1.558700791350285,2.0,6.0,9.310344827586208,6.989417854876002,1.0,16.0,8,230,12.908,12.908,12.908,90.0,90.0,90.0
gjy,0.0,0.07608695652173914,0.0,0.0,0.0,0.6521739130434783,0.0,0.0,0.0,0.0,0.0,0.16304347826086957,0.0,0.0,0.0,0.0,0.0,0.08695652173913045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02173913043478261,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.478260869565219,5.682693522536431,3.0,31.0,21.69064597826087,12.706875506770192,6.941,69.723,2.848369565217391,0.8583987585259787,0.98,3.44,2.380434782608696,0.6731236611039582,2.0,4.0,13.58695652173913,4.91703377779965,1.0,16.0,6,167,8.5136,8.5136,20.8588,90.0,90.0,120.0
gkl,0.0,0.22727272727272727,0.0,0.0,0.0,0.5454545454545454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13636363636363635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.545454545454547,18.9490399678316,3.0,57.0,37.692135,46.3213586056498,6.941,138.90547,2.3945454545454545,1.156219259140156,0.98,3.44,2.8181818181818183,1.526623238522424,2.0,6.0,9.818181818181817,6.853243184708997,1.0,16.0,8,230,12.718,12.718,12.718,90.0,90.0,90.0
gl0,0.0,0.4565217391304348,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02173913043478261,0.08695652173913045,0.0,0.4347826086956522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.82608695652174,6.291140588596161,3.0,16.0,20.138794317391305,12.16009920721334,6.941,32.065,1.7693478260869568,0.7564401817607462,0.98,2.58,2.5434782608695654,0.49810605379954787,2.0,3.0,8.913043478260871,7.282576249116559,1.0,16.0,2,11,6.903,7.787,6.125,90.0,90.877,90.0
gnq,0.0,0.07608695652173914,0.0,0.0,0.0,0.6521739130434783,0.0,0.0,0.0,0.0,0.0,0.16304347826086957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02173913043478261,0.08695652173913045,0.0,0.0,0.0,0.0,15.695652173913045,19.827374100094648,3.0,72.0,35.33708076086957,50.141299138650425,6.941,178.49,2.815760869565217,0.9089126730134537,0.98,3.44,2.597826086956522,1.2428909376118775,2.0,6.0,13.369565217391305,5.153549623706709,1.0,16.0,6,167,8.877,8.877,21.946,90.0,90.0,120.0
goi,0.5,0.07142857142857142,0.0,0.21428571428571427,0.07142857142857142,0.07142857142857142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07142857142857142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.285714285714286,4.382246185765134,1.0,17.0,8.249127142857144,9.428187597983907,1.00794,35.453,2.4050000000000002,0.5626690222248143,0.98,3.44,1.5714285714285716,0.6226998490772392,1.0,3.0,7.000000000000001,6.969320524371696,1.0,17.0,4,14,5.839,6.39,15.961,90.0,98.826,90.0
gvd,0.0,0.75,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.7320508075688772,3.0,7.0,8.707425,3.0595378477598545,6.941,14.0067,1.495,0.8920061658979719,0.98,3.04,2.0,0.0,2.0,2.0,4.5,6.06217782649107,1.0,15.0,1,191,3.648,3.648,3.875,90.0,90.0,120.0
gw2,0.0,0.07608695652173914,0.0,0.0,0.0,0.6521739130434783,0.0,0.0,0.0,0.02173913043478261,0.0,0.16304347826086957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08695652173913045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.956521739130435,7.1958820402007655,3.0,32.0,22.915657686956525,16.630101453573463,6.941,72.64,2.884891304347826,0.8109729724832381,0.98,3.44,2.358695652173913,0.6355675611323356,2.0,4.0,14.456521739130435,3.929855190047695,1.0,16.0,6,167,8.25565,8.25565,20.6319,90.0,90.0,120.0
gwu,0.0,0.06,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.64,16.98559389600493,3.0,57.0,37.365428888,42.364563413525275,6.941,138.90547,2.5904,1.05307731909865,0.98,3.44,2.88,1.4232357499725756,2.0,6.0,11.6,5.9833101206606365,1.0,16.0,1,221,3.8472,3.8472,3.8472,90.0,90.0,90.0
gxz,0.0,0.26666666666666666,0.0,0.0,0.0,0.5333333333333333,0.0,0.0,0.0,0.0,0.0,0.13333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.066666666666666,6.65799435933141,3.0,30.0,18.8743816,14.362003715844597,6.941,65.409,2.498,1.0716044046195405,0.98,3.44,2.2666666666666666,0.5734883511361751,2.0,4.0,11.6,6.468384651518492,1.0,16.0,2,62,10.2974,6.5021,5.0011,90.0,90.0,90.0
gyw,0.0,0.2608695652173913,0.0,0.0,0.0,0.5217391304347826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.043478260869565216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08695652173913043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08695652173913043,0.0,0.0,0.0,17.91304347826087,22.88138229990993,3.0,73.0,41.78110869565217,57.089412947882586,6.941,180.94788,2.3178260869565217,1.1799924705792908,0.95,3.44,2.8260869565217392,1.5784465096235956,2.0,6.0,9.391304347826086,6.982830685734351,1.0,16.0,8,199,12.811,12.811,12.811,90.0,90.0,90.0
gz8,0.0,0.22727272727272727,0.0,0.0,0.0,0.5454545454545454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13636363636363635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09090909090909091,0.0,0.0,0.0,19.454545454545453,24.206924765685752,3.0,73.0,45.695907727272726,60.58148709257196,6.941,180.94788,2.3854545454545453,1.1628051008141211,0.98,3.44,2.909090909090909,1.6762808104168887,2.0,6.0,9.818181818181817,6.853243184708997,1.0,16.0,8,230,12.8176,12.8176,12.8176,90.0,90.0,90.0
gzp,0.0,0.06593406593406594,0.0,0.0,0.0,0.6593406593406593,0.0,0.0,0.0,0.0,0.0,0.16483516483516483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01098901098901099,0.09890109890109891,0.0,0.0,0.0,0.0,15.846153846153847,19.921782808324302,3.0,72.0,35.687839890109885,50.4355207470174,6.941,178.49,2.836263736263736,0.892601640534534,0.98,3.44,2.6043956043956045,1.2481117243517086,2.0,6.0,13.516483516483516,4.993099936412551,1.0,16.0,6,167,8.836,8.836,21.997,90.0,90.0,120.0
h5i,0.0,0.011111111111111112,0.0,0.0,0.0,0.6666666666666666,0.0,0.044444444444444446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2222222222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05555555555555555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.133333333333333,16.534274166779205,3.0,57.0,40.12798919022222,39.67978828655575,6.941,138.90547,2.762222222222222,0.9718113417482928,0.93,3.44,2.9333333333333336,1.4360439485692011,2.0,6.0,12.0,5.725188012439223,1.0,16.0,1,123,3.915,3.915,7.861,90.0,90.0,90.0
h6c,0.0,0.375,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,6.123724356957945,3.0,23.0,16.9702625,13.507283184169339,6.941,50.9415,2.29125,1.1658627438510933,0.98,3.44,2.25,0.6614378277661477,2.0,4.0,9.0,7.106335201775948,1.0,16.0,2,31,6.3278,5.4448,4.9467,90.0,90.0,90.0
h7r,0.0,0.05555555555555555,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.07777777777777778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.377777777777776,8.496506181010558,3.0,50.0,23.894160333333332,20.25435583136955,6.941,118.71,2.8978888888888887,0.8102612671155238,0.98,3.44,2.4222222222222225,0.7742778395637486,2.0,5.0,14.0,4.47213595499958,1.0,16.0,6,167,8.5491,8.5491,21.0473,90.0,90.0,120.0
h82,0.0,0.46153846153846156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07692307692307693,0.38461538461538464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019230769230769232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.057692307692307696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.423076923076925,12.29656949322758,3.0,53.0,26.77685496153846,28.746880935438828,6.941,126.90447,1.8234615384615385,0.7899583353555004,0.98,2.96,2.6730769230769234,0.7775987161213742,2.0,5.0,9.076923076923077,7.488057553007973,1.0,17.0,4,216,10.1108,10.1108,10.1108,90.0,90.0,90.0
h89,0.0,0.2608695652173913,0.0,0.0,0.0,0.5217391304347826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.043478260869565216,0.08695652173913043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08695652173913043,0.0,0.0,0.0,18.695652173913043,23.84266322775332,3.0,73.0,43.94228260869565,59.66646882401103,6.941,180.94788,2.3152173913043477,1.1830758348482528,0.89,3.44,2.8695652173913047,1.649883996609589,2.0,6.0,9.391304347826086,6.982830685734351,1.0,16.0,8,230,12.99726,12.99726,12.99726,90.0,90.0,90.0
h8a,0.0,0.07103825136612021,0.0,0.0,0.0,0.6557377049180327,0.0,0.0,0.0,0.0,0.0,0.16393442622950818,0.0,0.0,0.0,0.0,0.016393442622950817,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09289617486338797,0.0,0.0,0.0,0.0,14.950819672131148,18.56793130907774,3.0,72.0,33.38017265573771,46.978701748307074,6.941,178.49,2.8274316939890713,0.8984178348574936,0.98,3.44,2.568306010928962,1.1802013694609619,2.0,6.0,13.442622950819674,5.0749290236947,1.0,16.0,6,167,8.857,8.857,21.995,90.0,90.0,120.0
h8o,0.0,0.48979591836734687,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08163265306122448,0.02040816326530612,0.0,0.4081632653061224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.346938775510205,6.271252911331532,3.0,16.0,19.263176620408167,12.153713091152236,6.941,32.065,1.7032653061224492,0.7559488908193654,0.98,2.58,2.5102040816326534,0.499895865874118,2.0,3.0,8.367346938775512,7.2638154856966,1.0,16.0,2,11,6.843,7.833,6.235,90.0,89.846,90.0
hai,0.0,0.049024512256128056,0.0,0.0,0.0,0.6003001500750375,0.0,0.0,0.0,0.0,0.0,0.15007503751875936,0.0,0.0,0.0,0.047523761880940464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15307653826913456,0.0,20.703351675837922,26.31149351742399,3.0,82.0,48.215225912956484,67.99624669487044,6.941,207.2,2.845932966483242,0.8060995073293449,0.98,3.44,2.857428714357179,1.4332517912580716,2.0,6.0,14.143071535767884,4.202305373912395,1.0,16.0,1,176,9.679,9.679,7.113,90.0,90.0,120.0
hbz,0.0,0.46153846153846156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07692307692307693,0.3692307692307692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015384615384615385,0.07692307692307693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.66153846153846,9.59210720905783,3.0,35.0,24.786750923076923,21.17370168072819,6.941,79.904,1.840307692307692,0.8106881582586664,0.98,2.96,2.6307692307692303,0.6461538461538462,2.0,4.0,9.076923076923077,7.488057553007973,1.0,17.0,4,216,9.9946,9.9946,9.9946,90.0,90.0,90.0
hcm,0.0,0.22727272727272727,0.0,0.0,0.0,0.5454545454545454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13636363636363635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09090909090909091,0.0,0.0,0.0,19.454545454545453,24.206924765685752,3.0,73.0,45.695907727272726,60.58148709257196,6.941,180.94788,2.3854545454545453,1.1628051008141211,0.98,3.44,2.909090909090909,1.6762808104168887,2.0,6.0,9.818181818181817,6.853243184708997,1.0,16.0,8,230,12.8311,12.8311,12.8311,90.0,90.0,90.0
