ID,Reduced Composition,Z,True Composition,Ionic conductivity (S cm-1),IC (Total),IC (Bulk),Space group,Space group #,a,b,c,alpha,beta,gamma,Family,DOI,Checked,Ref,Cif ID,Cif ref_1,Cif ref_2,note,close match,close match DOI,ICSD ID,Laskowski ID,Liion ID,split,ic_reported,ic_is_upper_limit,ic_limit,ic_half_limit,ic_exclude,log10_ic_limit,log10_ic_half_limit,log10_ic_exclude,kernel_split
mde,LiB6O9F,4,Li4.0B24.0O36.0F4.0,<1E-10,,,Pna21,33,7.65545,8.53175,10.7894,90.0,90.0,90.0,fluorooxoborate,10.1002/zaac.200900056,1,D2 - 54,done,420286-ICSD,,,,,420286.0,54.0,,train,1e-10,True,1e-10,5e-11,,-10.0,-10.301029995663981,,train
mfs,Li2ZnGe3O8,4,Li8.0Zn4.0Ge12.0O32.0,<1E-10,,,P4332,212,8.1961,8.1961,8.1961,90.0,90.0,90.0,oxides,10.1039/a800234g,1,D2 - 163,done,ICSD ,,,,,86169.0,163.0,,train,1e-10,True,1e-10,5e-11,,-10.0,-10.301029995663981,,train
mq1,Li3SbS4,2,Li6.0Sb2.0S8.0,4.8e-09,,,Pmn21,31,7.9645,6.8404,6.3774,90.0,90.0,90.0,thio-LISICON,10.1016/j.ssi.2019.01.017,1,D2 - 51,done,,,diffraction data available,,,8407.0,51.0,,train,4.8e-09,False,4.8e-09,4.8e-09,4.8e-09,-8.318758762624412,-8.318758762624412,-8.318758762624412,train
mtn,Li10GeP2S12,2,Li20.0Ge2.0P4.0S24.0,0.0246,,,P42/nmc ,137,8.71121,8.71121,12.6078,90.0,90.0,90.0,LGPS,10.1021/acs.chemmater.8b00266,1,D2 - 108,done,appendix,,,,,,108.0,,train,0.0246,False,0.0246,0.0246,0.0246,-1.609064892896621,-1.609064892896621,-1.609064892896621,train
my9,Li1.2Al0.2Ti1.8(PO4)3,6,Li7.2Al1.2Ti10.8P18.0O72.0,0.000595,,,R-3c,167,8.5042,8.5042,20.8252,90.0,90.0,120.0,NASICON,10.1149/1.2086597,1,D2 - 134,done,,,,Yes,10.1016/j.solidstatesciences.2016.08.011,7932.0,134.0,,train,0.000595,False,0.000595,0.000595,0.000595,-3.2254830342714502,-3.2254830342714502,-3.2254830342714502,train
n27,LiBO2,4,Li4.0B4.0O8.0,1e-08,,,P21/c,14,5.845,4.353,6.454,90.0,115.09,90.0,Unknown,10.1140/epjst/e2008-00753-4,1,D2 - 34,done,200891-ICSD,D2 -34_II ,"Value for nanocrystalline ceramic (16h) other values for micro, single crystal and amorphous",,,200891.0,34.0,,train,1e-08,False,1e-08,1e-08,1e-08,-8.0,-8.0,-8.0,train
nhq,Li3PS4,4,Li12.0P4.0S16.0,8.93e-07,,,Pnma,62,13.066,8.015,6.101,90.0,90.0,90.0,thio-LISICON,10.1021/ja3110895,1,D2 - 52,done,180319-ICSD,,lattice parameters not matching cif,,,180319.0,52.0,,train,8.93e-07,False,8.93e-07,8.93e-07,8.93e-07,-6.049148541111453,-6.049148541111453,-6.049148541111453,train
nig,Li6PS5Br,4,Li24.0P4.0S20.0Br4.0,0.00277,,,F-43m,216,9.988,9.988,9.988,90.0,90.0,90.0,argyrodites,10.1021/acs.inorgchem.8b02443,1,D2 - 172,done,ICSD ,,,,,267193.0,172.0,,train,0.00277,False,0.00277,0.00277,0.00277,-2.5575202309355514,-2.5575202309355514,-2.5575202309355514,train
nip,Li9.81Sn0.81P2.19S12,2,Li19.62Sn1.62P4.38S24.0,0.0055,,,P42/nmc ,137,8.73764,8.73764,12.7166,90.0,90.0,90.0,LGPS,10.1107/s2052520615022283,1,D2 - 109,done,252040-ICSD,,partial occupancy corrected,,,252040.0,109.0,609.0,train,0.0055,False,0.0055,0.0055,0.0055,-2.2596373105057563,-2.2596373105057563,-2.2596373105057563,train
nua,Li(LaTiO4),2,Li2.0La2.0Ti2.0O8.0,<1E-10,,,P4/nmm ,129,3.77,3.77,12.076,90.0,90.0,90.0,perovskites,10.4028/www.scientific.net/msf.321-324.965,1,D2 - 99,done,91843-ICSD,,,,,91843.0,99.0,,train,1e-10,True,1e-10,5e-11,,-10.0,-10.301029995663981,,train
o5q,Li6.8La3Zr1.8Ta0.2O12 ,8,Li54.4La24.0Zr14.4Ta1.6O96.0,0.00028,,,Ia-3d ,230,12.964,12.964,12.964,90.0,90.0,90.0,Unknown,10.1039/c2jm31413d,0,D2 - 205; D1 - 804,done,,,,Yes,10.2109/jcersj2.19022,22955.0,205.0,672.0,train,0.00028,False,0.00028,0.00028,0.00028,-3.552841968657781,-3.552841968657781,-3.552841968657781,train
oi6,Li7SbO6,1,Li7.0Sb1.0O6.0,6.7e-08,,,P -1,2,5.4307,5.8916,5.385,116.748,119.63,62.779,hexaoxometalates,10.1021/ic030208w,1,D2 - 3,done,413370-ICSD,,partial occupancy not correct,,,413370.0,3.0,,train,6.7e-08,False,6.7e-08,6.7e-08,6.7e-08,-7.173925197299173,-7.173925197299173,-7.173925197299173,train
opo,Li0.6[Li0.2Sn0.8S2],6,Li4.8Sn4.8S12.0,0.00012,,,C2/m ,12,19.217,3.6996,6.529,90.0,109.056,90.0,layered,10.1039/c6ee00633g,1,D2 - 22,done,appendix,,,,,,22.0,,train,0.00012,False,0.00012,0.00012,0.00012,-3.9208187539523753,-3.9208187539523753,-3.9208187539523753,train
p9u,Li6PS5I,4,Li24.0P4.0S20.0I4.0,0.00022,,,F-43m,216,10.142,10.142,10.142,90.0,90.0,90.0,argyrodites,10.1002/pssa.201001117,1,D2 - 174,done,ICSD not the same paper,,,Yes,10.1021/jacs.7b06327,259212.0,174.0,,train,0.00022,False,0.00022,0.00022,0.00022,-3.657577319177794,-3.657577319177794,-3.657577319177794,train
pa1,Li6.6P0.4Ge0.6S5I,4,Li26.4P1.6Ge2.4S20.0I4.0,0.00521,,,F-43m,216,10.24314,10.24314,10.24314,90.0,90.0,90.0,argyrodites,10.1021/jacs.8b10282,1,D2 - 175,done,,,appendix: diffraction data available,Yes,10.1021/jacs.1c11571,115461.0,175.0,,train,0.00521,False,0.00521,0.00521,0.00521,-2.2831622767004753,-2.2831622767004753,-2.2831622767004753,train
pbz,Li3.75Ge0.75V0.25O4,4,Li15.0Ge3.0V1.0O16.0,5.66e-06,,,Pnma,62,10.896,6.2516,5.1571,90.0,90.0,90.0,LISICON,10.1023/a:1026135806929,1,D2 - 73,done,150918-ICSD,,partial occupancy corrected,,,150918.0,73.0,,train,5.66e-06,False,5.66e-06,5.66e-06,5.66e-06,-5.247183568811729,-5.247183568811729,-5.247183568811729,train
pe2,Li17Sb13S28,1,Li17.0Sb13.0S28.0,1.05e-09,,,C2/m ,12,12.7298,11.5837,9.2251,90.0,119.55,90.0,Unknown,10.1002/chem.201502052,1,D2 - 24,done,429902-ICSD,,partial occupancy corrected,,,429902.0,24.0,,train,1.05e-09,False,1.05e-09,1.05e-09,1.05e-09,-8.978810700930062,-8.978810700930062,-8.978810700930062,train
pg8,Li1.5Fe0.5Ti1.5(PO4)3,6,Li9.0Fe3.0Ti9.0P18.0O72.0,0.000174,,,R-3c,167,8.5367,8.5367,20.8932,90.0,90.0,120.0,NASICON,10.1149/1.2086597,1,D2 - 134,done,,,,Yes,10.1039/b312865b,55751.0,134.0,,train,0.000174,False,0.000174,0.000174,0.000174,-3.7594507517174,-3.7594507517174,-3.7594507517174,train
pql,Li8SiP4,8,Li64.0Si8.0P32.0,4.5e-05,,,Pa-3,205,11.70737,11.70737,11.70737,90.0,90.0,90.0,phosphates,10.1021/acs.chemmater.8b02759,1,D2 - 161,done,appendix; ICSD,,,,,235186.0,161.0,,train,4.5e-05,False,4.5e-05,4.5e-05,4.5e-05,-4.346787486224656,-4.346787486224656,-4.346787486224656,train
pwr,Li7.22Si1.5P0.5O8,1,Li7.22Si1.5P0.5O8.0,1.64e-07,,,P21/m,11,5.10536,6.11225,5.29671,90.0,90.3692,90.0,LISICON,10.1021/jacs.5b04444,1,D2 - 16; D1 - 568,done,238602-ICSD ,,partial occupancy corrected,,,238602.0,16.0,,train,1.64e-07,False,1.64e-07,1.64e-07,1.64e-07,-6.785156151952302,-6.785156151952302,-6.785156151952302,train
qa9,Li3BN2,2,Li6.0B2.0N4.0,1.6e-10,,,P42/mnm,136,4.6435,4.6435,5.2592,90.0,90.0,90.0,boron nitride,10.1016/0022-4596(87)90135-6,1,D2 - 93,done,655673-ICSD,Li3BN2_II.cif,changed space group to reflect actual higher symmetry,,,655673.0,93.0,,train,1.6e-10,False,1.6e-10,1.6e-10,1.6e-10,-9.795880017344075,-9.795880017344075,-9.795880017344075,train
qbb,Li3OBr,1,Li3.0O1.0Br1.0,1.1e-06,,,Pm-3m,221,4.05,4.05,4.05,90.0,90.0,90.0,antiperovskite,10.1016/j.ssi.2015.11.027,1,D2 - 195,done,,,,Yes,10.1515/znb-1989-1103,67265.0,195.0,,train,1.1e-06,False,1.1e-06,1.1e-06,1.1e-06,-5.958607314841775,-5.958607314841775,-5.958607314841775,train
qno,LiTi2(PO4)3,6,Li6.0Ti12.0P18.0O72.0,3.83e-07,,,R-3c,167,8.509,8.509,20.853,90.0,90.0,120.0,NASICON,10.1021/jp973296c,0,,done,,,,Yes,10.1021/ic400577v,118128.0,,25.0,train,3.83e-07,False,3.83e-07,3.83e-07,3.83e-07,-6.416801226031377,-6.416801226031377,-6.416801226031377,train
qy4,Li3Na5(TiS4)2,4,Li12.0Na20.0Ti8.0S32.0,8.8e-06,,,C2/c,15,17.5783,9.6404,12.0796,90.0,133.4047,90.0,sulfides,10.1016/j.jssc.2008.01.023,1,D2 - 46,done,391258-ICSD,,,,,391258.0,46.0,,train,8.8e-06,False,8.8e-06,8.8e-06,8.8e-06,-5.055517327849832,-5.055517327849832,-5.055517327849832,train
r99,La0.62 Li0.14(Mg0.5W0.5)O3,4,La2.48Li0.56Mg2.0W2.0O12.0,1.2e-05,,,P4/nmm ,129,5.533,5.533,7.903,90.0,90.0,90.0,perovskites,10.1016/j.ssi.2004.05.010,1,D2 - 100,done,151902-ICSD,,partial occupancy corrected,,,151902.0,100.0,,train,1.2e-05,False,1.2e-05,1.2e-05,1.2e-05,-4.920818753952375,-4.920818753952375,-4.920818753952375,train
rty,Li10Ge0.33Sn0.66P2S12,2,Li20.0Ge0.66Sn1.32P4.0S24.0,0.0048,,,P42/nmcZ,137,8.7182,8.7182,12.6876,90.0,90.0,90.0,Unknown,10.1021/jacs.0c10735,1,,done,ICSD-30169,,,,,30169.0,,,train,0.0048,False,0.0048,0.0048,0.0048,-2.318758762624413,-2.318758762624413,-2.318758762624413,train
rwr,Li8GeP4,8,Li64.0Ge8.0P32.0,1.8e-05,,,Pa-3,205,11.80203,11.80203,11.80203,90.0,90.0,90.0,phosphates,10.1021/acs.chemmater.8b02759,1,D2 - 161,done,appendix; ICSD,,,,,235184.0,161.0,,train,1.8e-05,False,1.8e-05,1.8e-05,1.8e-05,-4.7447274948966935,-4.7447274948966935,-4.7447274948966935,train
sg0,LiScO2,4,Li4.0Sc4.0O8.0,<1E-10,,, I41/amd,141,4.1791,4.1791,9.361,90.0,90.0,90.0,oxides,10.2320/matertrans.y-m2016816,1,D2 - 117;D2 - 33,done,257819-ICSD,,ICSD request,,,257819.0,117.0,,train,1e-10,True,1e-10,5e-11,,-10.0,-10.301029995663981,,train
skm,Li5BiO5,2,Li10.0Bi2.0O10.0,3.9e-09,,,Cm,8,9.97608,4.15207,5.94635,90.0,109.48577,90.0,oxides,10.1016/j.ssi.2015.10.016,1,D2 - 30,done,203031-ICSD ,,D - Rhi - 1_si_2_ Li5BiO5,,,203031.0,30.0,,train,3.9e-09,False,3.9e-09,3.9e-09,3.9e-09,-8.4089353929735,-8.4089353929735,-8.4089353929735,train
sqm,Li6Ba0.5Sr0.5La2Ta2O12,8,Li48.0Ba4.0Sr4.0La16.0Ta16.0O96.0,7.1e-06,,,Ia-3d ,230,12.92046,12.92046,12.92046,90.0,90.0,90.0,garnet,10.1021/am4060194,1,D2 - 226,done,ICSD ,,,,,237199.0,226.0,,train,7.1e-06,False,7.1e-06,7.1e-06,7.1e-06,-5.1487416512809245,-5.1487416512809245,-5.1487416512809245,train
t0h,Li2ZrO3,4,Li8.0Zr4.0O12.0,6.1e-10,,,C2/c,15,5.4163,9.0262,5.4156,90.0,112.615,90.0,oxides,10.1016/0167-2738(81)90021-7,1,D2 - 33,done,94894-ICSD,,check cif file matching,,,94894.0,33.0,,train,6.1e-10,False,6.1e-10,6.1e-10,6.1e-10,-9.214670164989233,-9.214670164989233,-9.214670164989233,train
t2c,Li6P(S4.1Se0.9)Br,4,Li24.0P4.0S16.4Se3.6Br4.0,0.00382,,,F-43m,216,10.0418,10.0418,10.0418,90.0,90.0,90.0,argyrodites,10.1021/acs.inorgchem.8b02443,1,D2 - 172,done,ICSD ,,,,,267202.0,172.0,,train,0.00382,False,0.00382,0.00382,0.00382,-2.417936637088291,-2.417936637088291,-2.417936637088291,train
tbj,Li5La3Sb2O12,8,Li40.0La24.0Sb16.0O96.0,3.33e-06,,,Ia-3d ,230,12.84665,12.84665,12.84665,90.0,90.0,90.0,garnet,10.1016/j.ssi.2008.01.002,1,D2 - 217; D1 - 890,done,ICSD ,,duplicate with line 536,,,161389.0,217.0,,train,3.33e-06,False,3.33e-06,3.33e-06,3.33e-06,-5.47755576649368,-5.47755576649368,-5.47755576649368,train
tka,LiSi2N3,4,Li4.0Si8.0N12.0,6.17e-08,,,Cmc21,36,9.186,5.302,4.776,90.0,90.0,90.0,nitride,10.1016/0167-2738(87)90119-6,1,D2 - 56,done,34118-ICSD,,,,,34118.0,56.0,,train,6.17e-08,False,6.17e-08,6.17e-08,6.17e-08,-7.209714835966758,-7.209714835966758,-7.209714835966758,train
tvf,Li3(NH2)2I,4,Li12.0N8.0H16.0I4.0,1e-05,,,P63mc ,186,7.09109,7.09109,11.50958,90.0,90.0,120.0,hydrides,10.1021/cm1006857,1,D2 - 152,done,ICSD ,downloaded,,,,,152.0,,train,1e-05,False,1e-05,1e-05,1e-05,-5.0,-5.0,-5.0,train
tws,Li6Zr2O7,4,Li24.0Zr8.0O28.0,5.2e-10,,,C2/c,15,10.44,5.991,10.204,90.0,100.25,90.0,zirconates,10.3103/s1062873810050199,1,D2 - 41,done,73835-ICSD,,,,,73835.0,41.0,,train,5.2e-10,False,5.2e-10,5.2e-10,5.2e-10,-9.2839966563652,-9.2839966563652,-9.2839966563652,train
u0c,(Li0.826Mg0.174)(Li0.374Mg0.026Ti1.60)O4,8,Li9.6Mg1.6Ti12.8O32.0,4.24e-09,,,Fd-3m,227,8.3666,8.3666,8.3666,90.0,90.0,90.0,oxides,10.1016/j.ssi.2010.06.003,1,D2 - 164,done,ICSD ,,,,,168141.0,164.0,,train,4.24e-09,False,4.24e-09,4.24e-09,4.24e-09,-8.372634143407268,-8.372634143407268,-8.372634143407268,train
uaz,Li6CaLa2Nb2O12,8,Li48.0Ca8.0La16.0Nb16.0O96.0,1.6e-06,,,Ia-3d ,230,12.697,12.697,12.697,90.0,90.0,90.0,garnet,10.1111/j.1551-2916.2005.00060.x,1,D1 - 197,done,,,"ic # check, was wrong paper",Yes,10.1016/j.cej.2019.121937,236045.0,159.0,683.0,train,1.6e-06,False,1.6e-06,1.6e-06,1.6e-06,-5.795880017344075,-5.795880017344075,-5.795880017344075,train
ueu,Li5.74La3Zr1.5Ta0.5O12,8,Li45.92La24.0Zr12.0Ta4.0O96.0,0.000903,,,Ia-3d ,230,12.93,12.93,12.93,90.0,90.0,90.0,garnet,10.1002/aenm.201570062|10.1002/aenm.201500096,1,D2 - 228,done,ICSD ,,,,,239663.0,228.0,,train,0.000903,False,0.000903,0.000903,0.000903,-3.0443122496864943,-3.0443122496864943,-3.0443122496864943,train
uex,Fe2Na2K(Li3Si12O30),2,Fe4.0Na4.0K2.0Li6.0Si24.0O60.0,<1E-10,,,P6/mcc,192,10.0617,10.0617,14.0832,90.0,90.0,120.0,sugilites,10.1016/j.jssc.2018.05.008,1,D2 - 156,done,ICSD not the same paper,,,,,235750.0,156.0,,train,1e-10,True,1e-10,5e-11,,-10.0,-10.301029995663981,,train
ui6,Li10.35(Sn0.27Si1.08)P1.65S12,2,Li20.7Sn0.54Si2.16P3.3S24.0,0.011,,,P42/nmc ,137,8.67822,8.67822,12.5744,90.0,90.0,90.0,LGPS,10.1021/acs.chemmater.7b00886,1,D2 - 111,done,,,duplicated with line 204; deleted,,,257946.0,111.0,,train,0.011,False,0.011,0.011,0.011,-1.958607314841775,-1.958607314841775,-1.958607314841775,train
uox,Li3.7Zn0.7Ga0.3(PO4)2,2,Li7.4Zn1.4Ga0.6P4.0O16.0,5.65e-12,,,P 21 21 21,19,4.9391,6.4803,10.1468,90.0,90.0,90.0,phosphates,10.1021/acs.chemmater.7b05139,1,D2 - 38,done,appendix,,,,,,38.0,,train,5.65e-12,False,5.65e-12,5.65e-12,5.65e-12,-11.247951552180561,-11.247951552180561,-11.247951552180561,train
ur9,LiZr2(PO4)3,6,Li6.0Zr12.0P18.0O72.0,1e-09,,,R-3c,167,8.847,8.847,22.24,90.0,90.0,120.0,NASICON,10.1016/0025-5408(86)90194-7,1,D2 -2,done,,,,,,201935.0,137.0,,train,1e-09,False,1e-09,1e-09,1e-09,-9.0,-9.0,-9.0,train
usu,Li4.4Al0.4Sn0.6S4,2,Li8.8Al0.8Sn1.2S8.0,4.3e-06,,,P-3m1,164,8.0184,8.0184,6.2856,90.0,90.0,120.0,sulfides,10.1021/acs.chemmater.8b03175,1,D2 - 130,done,appendix,,,,,,130.0,,train,4.3e-06,False,4.3e-06,4.3e-06,4.3e-06,-5.366531544420414,-5.366531544420414,-5.366531544420414,train
uu4,LiVO3,8,Li8.0V8.0O24.0,2.05e-09,,,C2/c,15,10.1597,8.4155,5.8843,90.0,110.505,90.0,oxides,10.1006/jssc.2000.9009,1,D2 - 48,done,51443-ICSD,,,,,51443.0,48.0,,train,2.05e-09,False,2.05e-09,2.05e-09,2.05e-09,-8.688246138944246,-8.688246138944246,-8.688246138944246,train
uut,Li6P(S4.7Se0.3)Br,4,Li24.0P4.0S18.8Se1.2Br4.0,0.00362,,,F-43m,216,9.9974,9.9974,9.9974,90.0,90.0,90.0,argyrodites,10.1021/acs.inorgchem.8b02443,1,D2 - 172,done,ICSD ,,,,,267196.0,172.0,,train,0.00362,False,0.00362,0.00362,0.00362,-2.441291429466834,-2.441291429466834,-2.441291429466834,train
uw9,Li6La2SrBi2O12,8,Li48.0La16.0Sr8.0Bi16.0O96.0,2e-05,2e-05,5.2e-05,Ia-3d ,230,13.0893,13.0893,13.0893,90.0,90.0,90.0,garnet,10.1016/j.mseb.2007.07.009,1,D2 - 213,done,ICSD ,,,,,158373.0,213.0,,train,2e-05,False,2e-05,2e-05,2e-05,-4.698970004336019,-4.698970004336019,-4.698970004336019,train
uxi,Li1.65Mn0.65In0.35Cl4,8,Li13.2Mn5.2In2.8Cl32.0,9.9e-08,,,Fd-3m,227,10.4696,10.4696,10.4696,90.0,90.0,90.0,chlorides,10.1016/s0167-2738(96)00592-9,1,D2 - 198,done,ICSD ,,,,,50306.0,198.0,,train,9.9e-08,False,9.9e-08,9.9e-08,9.9e-08,-7.00436480540245,-7.00436480540245,-7.00436480540245,train
uxo,Li2.88PO3.73N0.14,4,Li11.52P4.0O14.92N0.56,1.4e-13,,,Pnma,62,6.1153,10.469,4.9195,90.0,90.0,90.0,LISICON,10.1006/jssc.1995.1140,0,D2 - 70,done,,,refer 79426-ICSD; po information is missing,,,79426.0,70.0,615.0,train,1.4e-13,False,1.4e-13,1.4e-13,1.4e-13,-12.853871964321762,-12.853871964321762,-12.853871964321762,train
vj7,Li6.25P0.75Si0.25S5Br,4,Li25.0P3.0Si1.0S20.0Br4.0,0.00141,,,F-43m,216,10.0365,10.0365,10.0365,90.0,90.0,90.0,argyrodites,10.1039/c7ta08581h,1,D2 - 168,done,appendix; ICSD,,,,,234594.0,168.0,,train,0.00141,False,0.00141,0.00141,0.00141,-2.85078088734462,-2.85078088734462,-2.85078088734462,train
vqj,Li6PS5Br0.75I0.25,4,Li24.0P4.0S20.0Br3.0I1.0,0.000112,,,F-43m,216,10.0336,10.0336,10.0336,90.0,90.0,90.0,argyrodites,10.1021/jacs.7b06327,1,D2 - 167,done,ICSD ,,,,,259209.0,167.0,,train,0.000112,False,0.000112,0.000112,0.000112,-3.9507819773298185,-3.9507819773298185,-3.9507819773298185,train
vqu,Li5Nd3Sb2O12,8,Li40.0Nd24.0Sb16.0O96.0,1.3e-07,,1.3e-07,Ia-3d ,230,12.66238,12.66238,12.66238,90.0,90.0,90.0,garnet,10.1016/j.materresbull.2007.04.002,1,D2 - 214,done,ICSD ,,,,,159426.0,214.0,,train,1.3e-07,False,1.3e-07,1.3e-07,1.3e-07,-6.886056647693163,-6.886056647693163,-6.886056647693163,train
vy5,(K0.1Li0.9)(SbO3),4,K0.4Li3.6Sb4.0O12.0,1.36e-08,,,Pn-3,201,9.681,9.681,9.681,90.0,90.0,90.0,oxides,10.1016/0167-2738(81)90178-8,1,D2 - 160,done,appendix; ICSD,,,,,200984.0,160.0,,train,1.36e-08,False,1.36e-08,1.36e-08,1.36e-08,-7.866461091629782,-7.866461091629782,-7.866461091629782,train
w7d,Li3PO4,4,Li12.0P4.0O16.0,4.2e-18,,,Pnma,62,6.1113,10.4612,4.9208,90.0,90.0,90.0,LISICON,10.1006/jssc.1995.1140,1,D2 - 70,done,79427-ICSD,,,Yes,,79427.0,70.0,,train,4.2e-18,False,4.2e-18,4.2e-18,4.2e-18,-17.3767507096021,-17.3767507096021,-17.3767507096021,train
w87,Li6PS5Br,4,Li24.0P4.0S20.0Br4.0,3.2e-05,,,F-43m,216,9.98,9.98,9.98,90.0,90.0,90.0,argyrodites,10.1002/pssa.201001117,1,D2 - 174,done,ICSD not the same paper,,,Yes,10.1021/acs.inorgchem.0c01504,142469.0,174.0,,train,3.2e-05,False,3.2e-05,3.2e-05,3.2e-05,-4.494850021680094,-4.494850021680094,-4.494850021680094,train
wsd,Li6.3P0.7Si0.3S5Br,4,Li25.2P2.8Si1.2S20.0Br4.0,0.00165,,,F-43m,216,10.0521,10.0521,10.0521,90.0,90.0,90.0,argyrodites,10.1039/c7ta08581h,1,D2 - 168,done,appendix; ICSD,,,,,234595.0,168.0,,train,0.00165,False,0.00165,0.00165,0.00165,-2.7825160557860937,-2.7825160557860937,-2.7825160557860937,train
wyu,Li7La3Zr2O12,8,Li56.0La24.0Zr16.0O96.0,1.63e-06,,,I41/acd ,142,13.134,13.134,12.663,90.0,90.0,90.0,garnet,10.1016/j.jssc.2009.05.020,1,D1 - 24; D2 - 119,done,246816-ICSD,,,,,,119.0,17.0,train,1.63e-06,False,1.63e-06,1.63e-06,1.63e-06,-5.787812395596042,-5.787812395596042,-5.787812395596042,train
x2i,LiBiO2,8,Li8.0Bi8.0O16.0,3.8e-08,,,Ibam,72,18.00548,5.18159,4.97144,90.0,90.0,90.0,oxides,10.1016/j.ssi.2015.10.016,1,D2 - 30,done,46022-ICSD,,,Yes,ICSD-46022,46022.0,30.0,,train,3.8e-08,False,3.8e-08,3.8e-08,3.8e-08,-7.42021640338319,-7.42021640338319,-7.42021640338319,train
x2v,Li6.075P0.925Si0.075S5Br,4,Li24.3P3.7Si0.3S20.0Br4.0,0.000873,,,F-43m,216,9.9938,9.9938,9.9938,90.0,90.0,90.0,argyrodites,10.1039/c7ta08581h,1,D2 - 168,done,appendix; ICSD,,,,,234587.0,168.0,,train,0.000873,False,0.000873,0.000873,0.000873,-3.0589857562944305,-3.0589857562944305,-3.0589857562944305,train
xa0,Li1.5Al0.5Ti1.5(PO4)3,6,Li9.0Al3.0Ti9.0P18.0O72.0,0.000248,,,R-3c,167,8.4935,8.4935,20.7994,90.0,90.0,120.0,NASICON,10.1149/1.2086597,1,D2 - 134,done,,,,Yes,10.1016/j.ssi.2019.115192,19905.0,134.0,,train,0.000248,False,0.000248,0.000248,0.000248,-3.6055483191737836,-3.6055483191737836,-3.6055483191737836,train
xas,Li2SnS3,8,Li16.0Sn8.0S24.0,1.5e-05,,,C2/c,15,6.3964,11.0864,12.4048,90.0,99.867,90.0,sulfides,10.1021/cm5037524,1,D2 - 43,done,251656-ICSD,,,,,251656.0,43.0,,train,1.5e-05,False,1.5e-05,1.5e-05,1.5e-05,-4.823908740944319,-4.823908740944319,-4.823908740944319,train
xub,(Li0.74Mg0.26)(Li0.40Mg0.04Ti1.56)O4,8,Li9.12Mg2.4Ti12.48O32.0,1.51e-09,,,Fd-3m,227,8.3703,8.3703,8.3703,90.0,90.0,90.0,oxides,10.1016/j.ssi.2010.06.003,1,D2 - 164,done,ICSD ,,,,,168142.0,164.0,,train,1.51e-09,False,1.51e-09,1.51e-09,1.51e-09,-8.821023052706831,-8.821023052706831,-8.821023052706831,train
xut,LiSrTa2O6F,8,Li8.0Sr8.0Ta16.0O48.0F8.0,<1E-10,,,Fd-3m,227,10.46401,10.46401,10.46401,90.0,90.0,90.0,pyrochlore,10.2497/jjspm.65.26,1,D2 - 200,done,ICSD ,,,,,236010.0,200.0,,train,1e-10,True,1e-10,5e-11,,-10.0,-10.301029995663981,,train
xz4,(Li0.5Ce0.5)(MoO4),4,Li2.0Ce2.0Mo4.0O16.0,1.3e-08,,,I41/a ,88,5.2943,5.2943,11.6254,90.0,90.0,90.0,molybdates,10.1007/s12039-011-0068-5,1,D2 - 91,done,186450-ICSD,,partial occupancy corrected,,,186450.0,91.0,,train,1.3e-08,False,1.3e-08,1.3e-08,1.3e-08,-7.886056647693163,-7.886056647693163,-7.886056647693163,train
y2l,Li5AlS4,2,Li10.0Al2.0S8.0,1.4e-09,,,P21/m,11,6.8583,7.8369,6.2488,90.0,90.333,90.0,thio-LISICON,10.1016/j.jssc.2017.09.018,1,D1 - 901,done,433369-ICSD,,,,,433369.0,,901.0,train,1.4e-09,False,1.4e-09,1.4e-09,1.4e-09,-8.853871964321762,-8.853871964321762,-8.853871964321762,train
yav,Li2VCl4,4,Li8.0V4.0Cl16.0,6.95e-06,,,F-43m,216,10.377,10.377,10.377,90.0,90.0,90.0,cholorides,10.1016/0167-2738(83)90223-0,1,D2 - 166,done,ICSD not the same paper,,,Yes,10.1002/zaac.19946200505,74959.0,166.0,,train,6.95e-06,False,6.95e-06,6.95e-06,6.95e-06,-5.158015195409886,-5.158015195409886,-5.158015195409886,train
ym6,Li1.3Al0.3Ti1.7(PO4)3,6,Li7.8Al1.8Ti10.2P18.0O72.0,0.00121,,,R-3c,167,8.5033,8.5033,20.8312,90.0,90.0,120.0,NASICON,10.1016/j.ssi.2014.07.018|10.1016/j.ssi.2016.07.010,0,,done,,,,Yes,10.1016/j.ssi.2019.115192,19907.0,,20.0,train,0.00121,False,0.00121,0.00121,0.00121,-2.91721462968355,-2.91721462968355,-2.91721462968355,train
ymc,Li6PS5Br0.5I0.5,4,Li24.0P4.0S20.0Br2.0I2.0,2.62e-05,,,F-43m,216,10.109,10.109,10.109,90.0,90.0,90.0,argyrodites,10.1021/jacs.7b06327,1,D2 - 167,done,ICSD ,,,,,259203.0,167.0,,train,2.62e-05,False,2.62e-05,2.62e-05,2.62e-05,-4.581698708680254,-4.581698708680254,-4.581698708680254,train
yq2,Li1.1Al0.1Ti1.9(PO4)3,6,Li6.6Al0.6Ti11.4P18.0O72.0,3e-05,,,R-3c,167,8.508,8.508,20.855,90.0,90.0,120.0,NASICON,10.1016/s0955-2219(99)00055-2,1,D1 - 401; D1 - 426,done,,,,Yes,10.1016/j.solidstatesciences.2016.08.011,7931.0,,351.0,train,3e-05,False,3e-05,3e-05,3e-05,-4.522878745280337,-4.522878745280337,-4.522878745280337,train
