ID,Reduced Composition,Z,True Composition,Ionic conductivity (S cm-1),IC (Total),IC (Bulk),Space group,Space group #,a,b,c,alpha,beta,gamma,Family,DOI,Checked,Ref,Cif ID,Cif ref_1,Cif ref_2,note,close match,close match DOI,ICSD ID,Laskowski ID,Liion ID,split,ic_reported,ic_is_upper_limit,ic_comparator,ic_limit,ic_half_limit,ic_exclude,log10_ic_limit,log10_ic_half_limit,log10_ic_exclude,family,intended_formula_OBELiX,expected_formula_counts_json,spectrum_file,production_structure_file,production_structure_selection,production_structure_score,source_structure_file,source_structure_selection,source_structure_score,source_structure_role,eigen_file,eigen_selection,eigen_score,audit_status,production_parser,production_formula,production_reduced_formula,production_n_sites,production_volume_A3,production_volume_per_site_A3,production_density_g_cm3,production_min_distance_A,geometry_status,production_is_ordered,production_partial_or_mixed_sites,production_mixed_species_sites,production_underoccupied_sites,production_overoccupied_sites,composition_status,scale_all,framework_scale_raw,framework_scale_formula_units,framework_scale_nearest_integer,framework_scale_integer_deviation,framework_scale_anchor_elements,max_relative_stoich_error,framework_max_relative_stoich_error,max_absolute_count_error_atoms,framework_max_absolute_count_error_atoms,n_elements_outside_pass_tolerance,n_elements_outside_warn_tolerance,composition_total_variation_error,expected_Li_at_framework_scale,actual_Li,Li_count_error,Li_absolute_count_error,Li_relative_error,missing_elements,extra_elements,expected_counts_at_framework_scale_json,actual_counts_json,actual_minus_expected_json,element_absolute_errors_json,element_relative_errors_json,element_pass_flags_json,element_warn_flags_json,neutral_oxidation_guess_status,neutral_oxidation_guess_json,source_parser,source_formula,source_reduced_formula,source_counts_json,source_is_ordered,source_partial_or_mixed_sites,source_mixed_species_sites,source_underoccupied_sites,source_comparison_to_OBELiX,source_Li_relative_error_to_OBELiX,spectrum_n_frequency_points,spectrum_min_plotted_frequency_THz,spectrum_max_plotted_frequency_THz,spectrum_median_native_spacing_THz,spectrum_max_native_spacing_THz,spectrum_points_0_to_100_THz,spectrum_total_positive_area_0_to_100,spectrum_Li_positive_area_0_to_100,spectrum_coarse_grid_flag,spectrum_high_max_frequency_flag,spectrum_very_high_max_frequency_flag,spectrum_negative_plotted_grid_endpoint_flag,eligible_primary_audit,eligible_strict_audit,eligible_exact_audit,source_folder,li_file,total_file,selection_score,has_paired_spectrum,has_target_limit_policy,included_primary,included_strict,included_exact,primary_exclusion_reason
bt0,Li6.5La2.95Ba0.05Zr1.45Ta0.55O12,8,Li52.0La23.6Ba0.4Zr11.6Ta4.4O96.0,0.000832,,,Ia-3d ,230,12.949,12.949,12.949,90.0,90.0,90.0,garnet,10.3389/fenrg.2016.00028,1,D1 - 45,not available,,,,,,,,45.0,train,0.000832,False,,0.000832,0.000832,0.000832,-3.079876673709276,-3.079876673709276,-3.079876673709276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,True,False,False,False,missing_paired_spectrum
dti,Li6.5La2.9Ba0.1Zr1.4Ta0.6O12,8,Li52.0La23.2Ba0.8Zr11.2Ta4.8O96.0,0.000834,,,Ia-3d ,230,12.944,12.944,12.944,90.0,90.0,90.0,garnet,10.3389/fenrg.2016.00028,1,D1 - 45,not available,,,,,,,,45.0,train,0.000834,False,,0.000834,0.000834,0.000834,-3.078833949362261,-3.078833949362261,-3.078833949362261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,True,False,False,False,missing_paired_spectrum
7gm,Li6.5La2.8Ba0.2Zr1.3Ta0.7O12,8,Li52.0La22.4Ba1.6Zr10.4Ta5.6O96.0,0.000631,,,Ia-3d ,230,12.952,12.952,12.952,90.0,90.0,90.0,garnet,10.3389/fenrg.2016.00028,1,D1 - 45,not available,,,,,,,,45.0,train,0.000631,False,,0.000631,0.000631,0.000631,-3.1999706407558657,-3.1999706407558657,-3.1999706407558657,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,True,False,False,False,missing_paired_spectrum
c71,Li6.5La2.7Ba0.3Zr1.2Ta0.8O12,8,Li52.0La21.6Ba2.4Zr9.6Ta6.4O96.0,0.000492,,,Ia-3d ,230,12.964,12.964,12.964,90.0,90.0,90.0,garnet,10.3389/fenrg.2016.00028,1,D1 - 45,not available,,,,,,,,45.0,train,0.000492,False,,0.000492,0.000492,0.000492,-3.3080348972326394,-3.3080348972326394,-3.3080348972326394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,True,False,False,False,missing_paired_spectrum
rgo,Li7La3Ta2O13,8,Li56.0La24.0Ta16.0O104.0,2.65e-06,,,Ia-3d ,230,12.82,12.82,12.82,90.0,90.0,90.0,garnet,10.1016/j.ssi.2009.07.002,1,D1  - 228,not available,,,,,,,,187.0,train,2.65e-06,False,,2.65e-06,2.65e-06,2.65e-06,-5.576754126063192,-5.576754126063192,-5.576754126063192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,True,False,False,False,missing_paired_spectrum
ptg,Li7P3S11,2,Li14.0P6.0S22.0,0.0086,,,P -1,2,12.4258,6.0401,12.515,103.076,113.342,74.883,Unknown,10.1021/acs.chemmater.6b02163,0,,,,,,,,,12.0,,test,0.0086,False,,0.0086,0.0086,0.0086,-2.065501548756432,-2.065501548756432,-2.065501548756432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,True,False,False,False,missing_paired_spectrum
o4u,Li3.8Ge0.8P0.2S4,24,Li91.2Ge19.2P4.8S96.0,1.78e-06,,,P21/m,11,13.9668,23.3842,12.3196,90.0,89.967,90.0,thio-LISICON,10.1149/1.1379028,0,D2 - 14,not available,,,,,,,14.0,,test,1.78e-06,False,,1.78e-06,1.78e-06,1.78e-06,-5.749579997691106,-5.749579997691106,-5.749579997691106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,True,False,False,False,missing_paired_spectrum
yy9,Li3.6Ge0.6P0.4S4,24,Li86.4Ge14.4P9.6S96.0,0.000175,,,P21/m,11,13.9016,23.454,12.3367,90.0,90.043,90.0,thio-LISICON,10.1149/1.1379028,0,D2 - 14,not available,,,,,,,14.0,,test,0.000175,False,,0.000175,0.000175,0.000175,-3.7569619513137056,-3.7569619513137056,-3.7569619513137056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,True,False,False,False,missing_paired_spectrum
mvq,Li3.4Ge0.4P0.6S4,24,Li81.6Ge9.6P14.4S96.0,0.000654,,,P21/m,11,13.769,23.614,12.359,90.0,90.66,90.0,thio-LISICON,10.1149/1.1379028,0,D2 - 14,not available,,,,,,,14.0,,test,0.000654,False,,0.000654,0.000654,0.000654,-3.184422251675733,-3.184422251675733,-3.184422251675733,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,True,False,False,False,missing_paired_spectrum
2yl,Li3.35Ge0.35P0.65S4,24,Li80.4Ge8.4P15.6S96.0,0.00154,,,P21/m,11,13.393,22.947,18.2009,90.0,92.562,90.0,thio-LISICON,10.1149/1.1379028,0,D2 - 14,not available,,,,,,,14.0,,test,0.00154,False,,0.00154,0.00154,0.00154,-2.812479279163537,-2.812479279163537,-2.812479279163537,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,True,False,False,False,missing_paired_spectrum
5qm,Li3.3Ge0.3P0.7S4,24,Li79.2Ge7.2P16.8S96.0,0.00174,,,P21/m,11,13.387,22.968,18.2015,90.0,92.594,90.0,thio-LISICON,10.1149/1.1379028,0,D2 - 14,not available,,,,,,,14.0,,test,0.00174,False,,0.00174,0.00174,0.00174,-2.7594507517174,-2.7594507517174,-2.7594507517174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,True,False,False,False,missing_paired_spectrum
3jh,Li3.25Ge0.25P0.75S4,24,Li78.0Ge6.0P18.0S96.0,0.0022,,,P21/m,11,13.395,22.979,18.1981,90.0,92.591,90.0,thio-LISICON,10.1149/1.1379028,0,D2 - 14,not available,,,,,,,14.0,684.0,test,0.0022,False,,0.0022,0.0022,0.0022,-2.657577319177794,-2.657577319177794,-2.657577319177794,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,True,False,False,False,missing_paired_spectrum
j3x,Li3.2Ge0.2P0.8S4,24,Li76.8Ge4.8P19.2S96.0,0.000555,,,P21/m,11,13.0981,24.201,12.2793,90.0,89.887,90.0,thio-LISICON,10.1149/1.1379028,0,D2 - 14,not available,,,,,,,14.0,,test,0.000555,False,,0.000555,0.000555,0.000555,-3.2557070168773237,-3.2557070168773237,-3.2557070168773237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,True,False,False,False,missing_paired_spectrum
s3r,Li4Al0.33Si0.33P0.33O4,2,Li8.0Al0.66Si0.66P0.66O8.0,3.25e-06,,,P21/m,11,5.1475,6.1779,5.3497,90.0,90.34,90.0,LISICON,10.1021/acsami.6b14402,1,D1 - 568,not available,,,appendix: diffraction data available,,,,,805.0,test,3.25e-06,False,,3.25e-06,3.25e-06,3.25e-06,-5.488116639021126,-5.488116639021126,-5.488116639021126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,True,False,False,False,missing_paired_spectrum
max,Li4.25Si0.75Al0.25O4,2,Li8.5Si1.5Al0.5O8.0,2.02e-08,,,P21/m,11,5.1496,6.1771,5.3424,90.0,90.3,90.0,LISICON,10.1021/acsami.6b14402,1,D1 - 568,not available,,,appendix: diffraction data available,,,,,807.0,test,2.02e-08,False,,2.02e-08,2.02e-08,2.02e-08,-7.694648630553377,-7.694648630553377,-7.694648630553377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,True,False,False,False,missing_paired_spectrum
k5y,Li3.75Si0.75P0.25O4,2,Li7.5Si1.5P0.5O8.0,5.54e-07,,,P21/m,11,5.1084,6.1126,5.302,90.0,90.34,90.0,LISICON,10.1021/acsami.6b14402,1,D1 - 568,not available,,,appendix: diffraction data available,,,,,808.0,test,5.54e-07,False,,5.54e-07,5.54e-07,5.54e-07,-6.2564902352715706,-6.2564902352715706,-6.2564902352715706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,True,False,False,False,missing_paired_spectrum
na5,Li3(Mo8S8O8(OH)8(HWO5(H2O)))*(H2O)18,2,Li6.0Mo16.0S16.0O80.0H94.0W2.0,3.8e-07,,,C2/m ,12,20.6754,11.1509,14.5769,90.0,133.865,90.0,Unknown,10.1002/1521-3765(20020118)8:2<349::aid-chem349>3.0.co;2-5,1,D2 - 23,done,412011-ICSD,,,,,412011.0,23.0,,test,3.8e-07,False,,3.8e-07,3.8e-07,3.8e-07,-6.42021640338319,-6.42021640338319,-6.42021640338319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/content/drive/.shortcut-targets-by-id/1uDZz5V21SkVn1nYYRn2QD8YrBPfGKoF1/Test_cif_dos_code-2/na5,/content/drive/.shortcut-targets-by-id/1uDZz5V21SkVn1nYYRn2QD8YrBPfGKoF1/Test_cif_dos_code-2/na5/Lithium_PDOS_na5.csv,/content/drive/.shortcut-targets-by-id/1uDZz5V21SkVn1nYYRn2QD8YrBPfGKoF1/Test_cif_dos_code-2/na5/Total_DOS_na5.csv,980.0,True,True,False,False,False,
ku9,Li0.4Na0.1La0.5Nb2O6,1,Li0.4Na0.1La0.5Nb2.0O6.0,9.92e-06,,,Pmmm,47,3.903,3.904,7.854,90.0,90.0,90.0,perovskites,10.1134/s002016851103006x,1,D2 - 60,done,180629-ICSD,,partial occupancy corrected,,,180629.0,60.0,,test,9.92e-06,False,,9.92e-06,9.92e-06,9.92e-06,-5.0034883278458215,-5.0034883278458215,-5.0034883278458215,perovskites,Li0.4Na0.1La0.5Nb2O6,"{""La"": 0.5, ""Li"": 0.4, ""Na"": 0.1, ""Nb"": 2.0, ""O"": 6.0}",/content/obelix_composition_audit/combined_option_a_spectra/test/ku9/ku9_combined_Total_DOS_Li_PDOS.csv,/content/drive/.shortcut-targets-by-id/1uDZz5V21SkVn1nYYRn2QD8YrBPfGKoF1/Test_cif_dos_code-2/ku9/relaxed_ku9.cif,automatic_same_folder,5200.0,/content/drive/.shortcut-targets-by-id/1uDZz5V21SkVn1nYYRn2QD8YrBPfGKoF1/Test_cif_dos_code-2/ku9/ordered_adaptive_ku9.cif,automatic_same_folder,5150.0,ordered_pre_relaxation_structure,,missing,,FAIL_GENERAL_STOICHIOMETRY,pymatgen_structure,Na1 Li1 La1 Nb2 O6,NaLiLaNb2O6,11.0,233.6790878068041,21.243553436982182,3.202316042726798,1.8923662178883929,PASS,True,0.0,0.0,0.0,0.0,FAIL_GENERAL_STOICHIOMETRY,1.0,1.0,1.0,1.0,0.0,Nb;O,9.0,9.0,0.9,0.9,2.0,0.0,0.1616161616161616,0.4,1.0,0.6,0.6,1.4999999999999998,,,"{""La"": 0.5, ""Li"": 0.4, ""Na"": 0.1, ""Nb"": 2.0, ""O"": 6.0}","{""La"": 1.0, ""Li"": 1.0, ""Na"": 1.0, ""Nb"": 2.0, ""O"": 6.0}","{""La"": 0.5, ""Li"": 0.6, ""Na"": 0.9, ""Nb"": 0.0, ""O"": 0.0}","{""La"": 0.5, ""Li"": 0.6, ""Na"": 0.9, ""Nb"": 0.0, ""O"": 0.0}","{""La"": 1.0, ""Li"": 1.5, ""Na"": 9.0, ""Nb"": 0.0, ""O"": 0.0}","{""La"": true, ""Li"": false, ""Na"": false, ""Nb"": true, ""O"": true}","{""La"": true, ""Li"": true, ""Na"": true, ""Nb"": true, ""O"": true}",neutral_assignment_found,"{""La"": 3.0, ""Li"": 1.0, ""Na"": 1.0, ""Nb"": 3.5, ""O"": -2.0}",,,,,,,,,,,201.0,-3.2454633181003585,25.70556504459805,0.144755141813492,0.1447551418134978,178.0,33.23496057558803,3.534699190870142,False,False,False,True,False,False,False,/content/drive/.shortcut-targets-by-id/1uDZz5V21SkVn1nYYRn2QD8YrBPfGKoF1/Test_cif_dos_code-2/ku9,/content/drive/.shortcut-targets-by-id/1uDZz5V21SkVn1nYYRn2QD8YrBPfGKoF1/Test_cif_dos_code-2/ku9/Lithium_PDOS_ku9.csv,/content/drive/.shortcut-targets-by-id/1uDZz5V21SkVn1nYYRn2QD8YrBPfGKoF1/Test_cif_dos_code-2/ku9/Total_DOS_ku9.csv,980.0,True,True,False,False,False,audit:FAIL_GENERAL_STOICHIOMETRY/PASS
ozo,Li0.2Na0.3La0.5Nb2O6,1,Li0.2Na0.3La0.5Nb2.0O6.0,1.18e-05,,,Pmmm,47,3.915,3.912,7.861,90.0,90.0,90.0,perovskites,10.1134/s002016851103006x,1,D2 - 60,done,180631-ICSD,,partial occupancy corrected,,,180631.0,60.0,,test,1.18e-05,False,,1.18e-05,1.18e-05,1.18e-05,-4.928117992693875,-4.928117992693875,-4.928117992693875,perovskites,Li0.2Na0.3La0.5Nb2O6,"{""La"": 0.5, ""Li"": 0.2, ""Na"": 0.3, ""Nb"": 2.0, ""O"": 6.0}",/content/obelix_composition_audit/combined_option_a_spectra/test/ozo/ozo_combined_Total_DOS_Li_PDOS.csv,/content/drive/.shortcut-targets-by-id/1uDZz5V21SkVn1nYYRn2QD8YrBPfGKoF1/Test_cif_dos_code-2/ozo/relaxed_ozo.cif,automatic_same_folder,5200.0,/content/drive/.shortcut-targets-by-id/1uDZz5V21SkVn1nYYRn2QD8YrBPfGKoF1/Test_cif_dos_code-2/ozo/ordered_adaptive_ozo.cif,automatic_same_folder,5150.0,ordered_pre_relaxation_structure,,missing,,FAIL_GENERAL_STOICHIOMETRY,pymatgen_structure,Na1 Li1 La1 Nb2 O6,NaLiLaNb2O6,11.0,233.67910900680948,21.243555364255407,3.2023157522039614,1.8923662442678264,PASS,True,0.0,0.0,0.0,0.0,FAIL_GENERAL_STOICHIOMETRY,1.0,1.0,1.0,1.0,0.0,Nb;O,4.0,2.333333333333333,0.8,0.7,2.0,0.0,0.1616161616161616,0.2,1.0,0.8,0.8,4.0,,,"{""La"": 0.5, ""Li"": 0.2, ""Na"": 0.3, ""Nb"": 2.0, ""O"": 6.0}","{""La"": 1.0, ""Li"": 1.0, ""Na"": 1.0, ""Nb"": 2.0, ""O"": 6.0}","{""La"": 0.5, ""Li"": 0.8, ""Na"": 0.7, ""Nb"": 0.0, ""O"": 0.0}","{""La"": 0.5, ""Li"": 0.8, ""Na"": 0.7, ""Nb"": 0.0, ""O"": 0.0}","{""La"": 1.0, ""Li"": 4.0, ""Na"": 2.33333333, ""Nb"": 0.0, ""O"": 0.0}","{""La"": true, ""Li"": false, ""Na"": false, ""Nb"": true, ""O"": true}","{""La"": true, ""Li"": true, ""Na"": true, ""Nb"": true, ""O"": true}",neutral_assignment_found,"{""La"": 3.0, ""Li"": 1.0, ""Na"": 1.0, ""Nb"": 3.5, ""O"": -2.0}",,,,,,,,,,,201.0,-3.246107536424704,25.70557825921805,0.1447584289782142,0.1447584289782213,178.0,33.27393515525671,3.5322337761053597,False,False,False,True,False,False,False,/content/drive/.shortcut-targets-by-id/1uDZz5V21SkVn1nYYRn2QD8YrBPfGKoF1/Test_cif_dos_code-2/ozo,/content/drive/.shortcut-targets-by-id/1uDZz5V21SkVn1nYYRn2QD8YrBPfGKoF1/Test_cif_dos_code-2/ozo/Lithium_PDOS_ozo.csv,/content/drive/.shortcut-targets-by-id/1uDZz5V21SkVn1nYYRn2QD8YrBPfGKoF1/Test_cif_dos_code-2/ozo/Total_DOS_ozo.csv,980.0,True,True,False,False,False,audit:FAIL_GENERAL_STOICHIOMETRY/PASS
o9h,Li0.07Na0.43La0.5Nb2O6,1,Li0.07Na0.43La0.5Nb2.0O6.0,1.23e-05,,,Pmmm,47,3.923,3.9311,7.85,90.0,90.0,90.0,perovskites,10.1134/s002016851103006x,1,D2 - 60,done,180633-ICSD,,partial occupancy corrected,,,180633.0,60.0,,test,1.23e-05,False,,1.23e-05,1.23e-05,1.23e-05,-4.910094888560602,-4.910094888560602,-4.910094888560602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,True,False,False,False,missing_paired_spectrum
4xq,Li0.04Na0.46La0.5Nb2O6,1,Li0.04Na0.46La0.5Nb2.0O6.0,5.91e-06,,,Pmmm,47,3.918,3.923,7.86,90.0,90.0,90.0,perovskites,10.1134/s002016851103006x,1,D2 - 60,done,180634-ICSD,,partial occupancy corrected,,,180634.0,60.0,,test,5.91e-06,False,,5.91e-06,5.91e-06,5.91e-06,-5.228412519118745,-5.228412519118745,-5.228412519118745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,True,False,False,False,missing_paired_spectrum
0ii,Li0.02Na0.48La0.5Nb2O6,1,Li0.02Na0.48La0.5Nb2.0O6.0,3.99e-06,,,Pmmm,47,3.9167,3.9304,7.846,90.0,90.0,90.0,perovskites,10.1134/s002016851103006x,1,D2 - 60,done,180635-ICSD,,partial occupancy corrected,,,180635.0,60.0,,test,3.99e-06,False,,3.99e-06,3.99e-06,3.99e-06,-5.399027104313252,-5.399027104313252,-5.399027104313252,perovskites,Li0.02Na0.48La0.5Nb2O6,"{""La"": 0.5, ""Li"": 0.02, ""Na"": 0.48, ""Nb"": 2.0, ""O"": 6.0}",/content/obelix_composition_audit/combined_option_a_spectra/test/0ii/0ii_combined_Total_DOS_Li_PDOS.csv,/content/drive/.shortcut-targets-by-id/1uDZz5V21SkVn1nYYRn2QD8YrBPfGKoF1/Test_cif_dos_code-2/0ii/relaxed_0ii.cif,automatic_same_folder,5200.0,/content/drive/.shortcut-targets-by-id/1uDZz5V21SkVn1nYYRn2QD8YrBPfGKoF1/Test_cif_dos_code-2/0ii/ordered_sqs_like_0ii.cif,automatic_same_folder,2150.0,fallback_unverified_source_candidate,,missing,,FAIL_ELEMENT_SET,pymatgen_structure,Nb2 O6,NbO3,8.0,126.69814536561664,15.83726817070208,3.69346464235238,1.99319612740828,PASS,True,0.0,0.0,0.0,0.0,FAIL_ELEMENT_SET,1.0,1.0,1.0,1.0,0.0,Nb;O,1.0,1.0,0.5,0.5,0.0,0.0,0.1111111111111111,0.02,0.0,-0.02,0.02,-1.0,La;Li;Na,,"{""La"": 0.5, ""Li"": 0.02, ""Na"": 0.48, ""Nb"": 2.0, ""O"": 6.0}","{""Nb"": 2.0, ""O"": 6.0}","{""La"": -0.5, ""Li"": -0.02, ""Na"": -0.48, ""Nb"": 0.0, ""O"": 0.0}","{""La"": 0.5, ""Li"": 0.02, ""Na"": 0.48, ""Nb"": 0.0, ""O"": 0.0}","{""La"": 1.0, ""Li"": 1.0, ""Na"": 1.0, ""Nb"": 0.0, ""O"": 0.0}","{""La"": true, ""Li"": true, ""Na"": true, ""Nb"": true, ""O"": true}","{""La"": true, ""Li"": true, ""Na"": true, ""Nb"": true, ""O"": true}",no_neutral_assignment_found,,pymatgen_structure,Nb2 O6,NbO3,"{""Nb"": 2.0, ""O"": 6.0}",True,0.0,0.0,0.0,FAIL_ELEMENT_SET,-1.0,201.0,-1.831694632453185,28.16583073467676,0.1499876268356494,0.1499876268356565,188.0,11.799019217321678,0.0,False,False,False,True,False,False,False,/content/drive/.shortcut-targets-by-id/1uDZz5V21SkVn1nYYRn2QD8YrBPfGKoF1/Test_cif_dos_code-2/0ii,/content/drive/.shortcut-targets-by-id/1uDZz5V21SkVn1nYYRn2QD8YrBPfGKoF1/Test_cif_dos_code-2/0ii/Lithium_PDOS_0ii.csv,/content/drive/.shortcut-targets-by-id/1uDZz5V21SkVn1nYYRn2QD8YrBPfGKoF1/Test_cif_dos_code-2/0ii/Total_DOS_0ii.csv,980.0,True,True,False,False,False,audit:FAIL_ELEMENT_SET/PASS
81x,(Ag0.33Li0.67)0.27La0.57TiO3,2,Ag0.18Li0.36La1.14Ti2.0O6.0,0.0001,,,Pmmm,47,3.881,3.868,7.791,90.0,90.0,90.0,perovskites,10.1021/cm001207u,1,D2 - 61,not available,,,,,,,61.0,,test,0.0001,False,,0.0001,0.0001,0.0001,-4.0,-4.0,-4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,True,False,False,False,missing_paired_spectrum
5fj,(Ag0.5Li0.5)0.27La0.57TiO3,2,Ag0.27Li0.27La1.14Ti2.0O6.0,2.3e-05,,,Pmmm,47,3.881,3.868,7.791,90.0,90.0,90.0,perovskites,10.1021/cm001207u,1,D2 - 61,not available,,,,,,,61.0,,test,2.3e-05,False,,2.3e-05,2.3e-05,2.3e-05,-4.638272163982407,-4.638272163982407,-4.638272163982407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,True,False,False,False,missing_paired_spectrum
0vd,(Ag0.67Li0.33)0.27La0.57TiO3,2,Ag0.36Li0.18La1.14Ti2.0O6.0,2e-07,,,Pmmm,47,3.882,3.867,7.791,90.0,90.0,90.0,perovskites,10.1021/cm001207u,1,D2 - 61,not available,,,,,,,61.0,,test,2e-07,False,,2e-07,2e-07,2e-07,-6.698970004336019,-6.698970004336019,-6.698970004336019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,True,False,False,False,missing_paired_spectrum
kmr,Li10Ge0.95Si0.05P2S12,2,Li20.0Ge1.9Si0.1P4.0S24.0,0.0086,,,P42/nmc ,137,8.7149,8.7149,12.599,90.0,90.0,90.0,thio-LISICON,10.1016/j.jpowsour.2014.07.159,1,D1 - 772,not available,,,,,,,,641.0,test,0.0086,False,,0.0086,0.0086,0.0086,-2.065501548756432,-2.065501548756432,-2.065501548756432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,True,False,False,False,missing_paired_spectrum
85t,La0.57Li0.29TiO3,8,La4.56Li2.32Ti8.0O24.0,0.0016,,,Cmmm ,65,7.737,7.742,7.785,90.0,90.0,90.0,perovskites,10.1016/j.jpowsour.2012.11.098,1,D1 - 22,not available,,,,,,,,15.0,test,0.0016,False,,0.0016,0.0016,0.0016,-2.795880017344075,-2.795880017344075,-2.795880017344075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,True,False,False,False,missing_paired_spectrum
i9a,Li2.5Zn0.25PS4,2,Li5.0Zn0.5P2.0S8.0,0.00084,,, I-4,82,5.836,5.836,8.829,90.0,90.0,90.0,sulfides,10.1021/acs.chemmater.7b05108,1,D2 - 69,not available,,,,,,,69.0,,test,0.00084,False,,0.00084,0.00084,0.00084,-3.0757207139381184,-3.0757207139381184,-3.0757207139381184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,True,False,False,False,missing_paired_spectrum
dco,Li2Zn0.5PS4,2,Li4.0Zn1.0P2.0S8.0,0.00013,,, I-4,82,5.795,5.795,8.834,90.0,90.0,90.0,sulfides,10.1021/acs.chemmater.7b05108,1,D2 - 69,available,264462-ICSD,,,,,264462.0,69.0,,test,0.00013,False,,0.00013,0.00013,0.00013,-3.886056647693163,-3.886056647693163,-3.886056647693163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,True,False,False,False,missing_paired_spectrum
