split,ID,source_folder,filtered_folder,source_li_file,source_total_file,filtered_li_file,filtered_total_file,li_staging_method,total_staging_method,auxiliary_file_count,auxiliary_staging_methods,status
train,4ba,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/4ba,/content/obelix_audit_filtered_spectra/Train_cif/4ba,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/4ba/Lithium_PDOS_4ba.csv,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/4ba/Total_DOS_4ba.csv,/content/obelix_audit_filtered_spectra/Train_cif/4ba/Lithium_PDOS_4ba.csv,/content/obelix_audit_filtered_spectra/Train_cif/4ba/Total_DOS_4ba.csv,copy2,copy2,2,copy2,ok
train,4ea,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/4ea,/content/obelix_audit_filtered_spectra/Train_cif/4ea,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/4ea/Lithium_PDOS_4ea.csv,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/4ea/Total_DOS_4ea.csv,/content/obelix_audit_filtered_spectra/Train_cif/4ea/Lithium_PDOS_4ea.csv,/content/obelix_audit_filtered_spectra/Train_cif/4ea/Total_DOS_4ea.csv,copy2,copy2,2,copy2,ok
train,4kt,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/4kt,/content/obelix_audit_filtered_spectra/Train_cif/4kt,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/4kt/Lithium_PDOS_4kt.csv,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/4kt/Total_DOS_4kt.csv,/content/obelix_audit_filtered_spectra/Train_cif/4kt/Lithium_PDOS_4kt.csv,/content/obelix_audit_filtered_spectra/Train_cif/4kt/Total_DOS_4kt.csv,copy2,copy2,2,copy2,ok
train,5bz,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/5bz,/content/obelix_audit_filtered_spectra/Train_cif/5bz,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/5bz/Lithium_PDOS_5bz.csv,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/5bz/Total_DOS_5bz.csv,/content/obelix_audit_filtered_spectra/Train_cif/5bz/Lithium_PDOS_5bz.csv,/content/obelix_audit_filtered_spectra/Train_cif/5bz/Total_DOS_5bz.csv,copy2,copy2,2,copy2,ok
train,5wz,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/5wz,/content/obelix_audit_filtered_spectra/Train_cif/5wz,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/5wz/Lithium_PDOS_5wz.csv,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/5wz/Total_DOS_5wz.csv,/content/obelix_audit_filtered_spectra/Train_cif/5wz/Lithium_PDOS_5wz.csv,/content/obelix_audit_filtered_spectra/Train_cif/5wz/Total_DOS_5wz.csv,copy2,copy2,2,copy2,ok
train,5z0,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/5z0,/content/obelix_audit_filtered_spectra/Train_cif/5z0,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/5z0/Lithium_PDOS_5z0.csv,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/5z0/Total_DOS_5z0.csv,/content/obelix_audit_filtered_spectra/Train_cif/5z0/Lithium_PDOS_5z0.csv,/content/obelix_audit_filtered_spectra/Train_cif/5z0/Total_DOS_5z0.csv,copy2,copy2,2,copy2,ok
train,5zv,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/5zv,/content/obelix_audit_filtered_spectra/Train_cif/5zv,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/5zv/Lithium_PDOS_5zv.csv,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/5zv/Total_DOS_5zv.csv,/content/obelix_audit_filtered_spectra/Train_cif/5zv/Lithium_PDOS_5zv.csv,/content/obelix_audit_filtered_spectra/Train_cif/5zv/Total_DOS_5zv.csv,copy2,copy2,2,copy2,ok
train,68u,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/68u,/content/obelix_audit_filtered_spectra/Train_cif/68u,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/68u/Lithium_PDOS_68u.csv,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/68u/Total_DOS_68u.csv,/content/obelix_audit_filtered_spectra/Train_cif/68u/Lithium_PDOS_68u.csv,/content/obelix_audit_filtered_spectra/Train_cif/68u/Total_DOS_68u.csv,copy2,copy2,2,copy2,ok
train,6du,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/6du,/content/obelix_audit_filtered_spectra/Train_cif/6du,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/6du/Lithium_PDOS_6du.csv,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/6du/Total_DOS_6du.csv,/content/obelix_audit_filtered_spectra/Train_cif/6du/Lithium_PDOS_6du.csv,/content/obelix_audit_filtered_spectra/Train_cif/6du/Total_DOS_6du.csv,copy2,copy2,2,copy2,ok
train,6jf,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/6jf,/content/obelix_audit_filtered_spectra/Train_cif/6jf,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/6jf/Lithium_PDOS_6jf.csv,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/6jf/Total_DOS_6jf.csv,/content/obelix_audit_filtered_spectra/Train_cif/6jf/Lithium_PDOS_6jf.csv,/content/obelix_audit_filtered_spectra/Train_cif/6jf/Total_DOS_6jf.csv,copy2,copy2,2,copy2,ok
train,6l9,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/6l9,/content/obelix_audit_filtered_spectra/Train_cif/6l9,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/6l9/Lithium_PDOS_6l9.csv,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/6l9/Total_DOS_6l9.csv,/content/obelix_audit_filtered_spectra/Train_cif/6l9/Lithium_PDOS_6l9.csv,/content/obelix_audit_filtered_spectra/Train_cif/6l9/Total_DOS_6l9.csv,copy2,copy2,2,copy2,ok
train,7e5,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/7e5,/content/obelix_audit_filtered_spectra/Train_cif/7e5,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/7e5/Lithium_PDOS_7e5.csv,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/7e5/Total_DOS_7e5.csv,/content/obelix_audit_filtered_spectra/Train_cif/7e5/Lithium_PDOS_7e5.csv,/content/obelix_audit_filtered_spectra/Train_cif/7e5/Total_DOS_7e5.csv,copy2,copy2,2,copy2,ok
train,7ek,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/7ek,/content/obelix_audit_filtered_spectra/Train_cif/7ek,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/7ek/Lithium_PDOS_7ek.csv,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/7ek/Total_DOS_7ek.csv,/content/obelix_audit_filtered_spectra/Train_cif/7ek/Lithium_PDOS_7ek.csv,/content/obelix_audit_filtered_spectra/Train_cif/7ek/Total_DOS_7ek.csv,copy2,copy2,2,copy2,ok
train,7o7,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/7o7,/content/obelix_audit_filtered_spectra/Train_cif/7o7,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/7o7/Lithium_PDOS_7o7.csv,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/7o7/Total_DOS_7o7.csv,/content/obelix_audit_filtered_spectra/Train_cif/7o7/Lithium_PDOS_7o7.csv,/content/obelix_audit_filtered_spectra/Train_cif/7o7/Total_DOS_7o7.csv,copy2,copy2,2,copy2,ok
train,7tu,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/7tu,/content/obelix_audit_filtered_spectra/Train_cif/7tu,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/7tu/Lithium_PDOS_7tu.csv,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/7tu/Total_DOS_7tu.csv,/content/obelix_audit_filtered_spectra/Train_cif/7tu/Lithium_PDOS_7tu.csv,/content/obelix_audit_filtered_spectra/Train_cif/7tu/Total_DOS_7tu.csv,copy2,copy2,2,copy2,ok
train,7w5,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/7w5,/content/obelix_audit_filtered_spectra/Train_cif/7w5,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/7w5/Lithium_PDOS_7w5.csv,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/7w5/Total_DOS_7w5.csv,/content/obelix_audit_filtered_spectra/Train_cif/7w5/Lithium_PDOS_7w5.csv,/content/obelix_audit_filtered_spectra/Train_cif/7w5/Total_DOS_7w5.csv,copy2,copy2,2,copy2,ok
train,824,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/824,/content/obelix_audit_filtered_spectra/Train_cif/824,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/824/Lithium_PDOS_824.csv,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/824/Total_DOS_824.csv,/content/obelix_audit_filtered_spectra/Train_cif/824/Lithium_PDOS_824.csv,/content/obelix_audit_filtered_spectra/Train_cif/824/Total_DOS_824.csv,copy2,copy2,2,copy2,ok
train,883,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/883,/content/obelix_audit_filtered_spectra/Train_cif/883,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/883/Lithium_PDOS_883.csv,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/883/Total_DOS_883.csv,/content/obelix_audit_filtered_spectra/Train_cif/883/Lithium_PDOS_883.csv,/content/obelix_audit_filtered_spectra/Train_cif/883/Total_DOS_883.csv,copy2,copy2,2,copy2,ok
train,8ub,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/8ub,/content/obelix_audit_filtered_spectra/Train_cif/8ub,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/8ub/Lithium_PDOS_8ub.csv,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/8ub/Total_DOS_8ub.csv,/content/obelix_audit_filtered_spectra/Train_cif/8ub/Lithium_PDOS_8ub.csv,/content/obelix_audit_filtered_spectra/Train_cif/8ub/Total_DOS_8ub.csv,copy2,copy2,2,copy2,ok
train,95j,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/95j,/content/obelix_audit_filtered_spectra/Train_cif/95j,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/95j/Lithium_PDOS_95j.csv,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/95j/Total_DOS_95j.csv,/content/obelix_audit_filtered_spectra/Train_cif/95j/Lithium_PDOS_95j.csv,/content/obelix_audit_filtered_spectra/Train_cif/95j/Total_DOS_95j.csv,copy2,copy2,2,copy2,ok
train,96f,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/96f,/content/obelix_audit_filtered_spectra/Train_cif/96f,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/96f/Lithium_PDOS_96f.csv,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/96f/Total_DOS_96f.csv,/content/obelix_audit_filtered_spectra/Train_cif/96f/Lithium_PDOS_96f.csv,/content/obelix_audit_filtered_spectra/Train_cif/96f/Total_DOS_96f.csv,copy2,copy2,2,copy2,ok
train,97b,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/97b,/content/obelix_audit_filtered_spectra/Train_cif/97b,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/97b/Lithium_PDOS_97b.csv,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/97b/Total_DOS_97b.csv,/content/obelix_audit_filtered_spectra/Train_cif/97b/Lithium_PDOS_97b.csv,/content/obelix_audit_filtered_spectra/Train_cif/97b/Total_DOS_97b.csv,copy2,copy2,2,copy2,ok
train,97p,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/97p,/content/obelix_audit_filtered_spectra/Train_cif/97p,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/97p/Lithium_PDOS_97p.csv,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/97p/Total_DOS_97p.csv,/content/obelix_audit_filtered_spectra/Train_cif/97p/Lithium_PDOS_97p.csv,/content/obelix_audit_filtered_spectra/Train_cif/97p/Total_DOS_97p.csv,copy2,copy2,2,copy2,ok
train,9ky,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/9ky,/content/obelix_audit_filtered_spectra/Train_cif/9ky,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/9ky/Lithium_PDOS_9ky.csv,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/9ky/Total_DOS_9ky.csv,/content/obelix_audit_filtered_spectra/Train_cif/9ky/Lithium_PDOS_9ky.csv,/content/obelix_audit_filtered_spectra/Train_cif/9ky/Total_DOS_9ky.csv,copy2,copy2,2,copy2,ok
train,9lo,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/9lo,/content/obelix_audit_filtered_spectra/Train_cif/9lo,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/9lo/Lithium_PDOS_9lo.csv,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/9lo/Total_DOS_9lo.csv,/content/obelix_audit_filtered_spectra/Train_cif/9lo/Lithium_PDOS_9lo.csv,/content/obelix_audit_filtered_spectra/Train_cif/9lo/Total_DOS_9lo.csv,copy2,copy2,2,copy2,ok
train,9ph,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/9ph,/content/obelix_audit_filtered_spectra/Train_cif/9ph,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/9ph/Lithium_PDOS_9ph.csv,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/9ph/Total_DOS_9ph.csv,/content/obelix_audit_filtered_spectra/Train_cif/9ph/Lithium_PDOS_9ph.csv,/content/obelix_audit_filtered_spectra/Train_cif/9ph/Total_DOS_9ph.csv,copy2,copy2,2,copy2,ok
train,9rc,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/9rc,/content/obelix_audit_filtered_spectra/Train_cif/9rc,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/9rc/Lithium_PDOS_9rc.csv,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/9rc/Total_DOS_9rc.csv,/content/obelix_audit_filtered_spectra/Train_cif/9rc/Lithium_PDOS_9rc.csv,/content/obelix_audit_filtered_spectra/Train_cif/9rc/Total_DOS_9rc.csv,copy2,copy2,2,copy2,ok
train,9s4,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/9s4,/content/obelix_audit_filtered_spectra/Train_cif/9s4,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/9s4/Lithium_PDOS_9s4.csv,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/9s4/Total_DOS_9s4.csv,/content/obelix_audit_filtered_spectra/Train_cif/9s4/Lithium_PDOS_9s4.csv,/content/obelix_audit_filtered_spectra/Train_cif/9s4/Total_DOS_9s4.csv,copy2,copy2,2,copy2,ok
train,9wf,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/9wf,/content/obelix_audit_filtered_spectra/Train_cif/9wf,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/9wf/Lithium_PDOS_9wf.csv,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/9wf/Total_DOS_9wf.csv,/content/obelix_audit_filtered_spectra/Train_cif/9wf/Lithium_PDOS_9wf.csv,/content/obelix_audit_filtered_spectra/Train_cif/9wf/Total_DOS_9wf.csv,copy2,copy2,2,copy2,ok
train,9zk,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/9zk,/content/obelix_audit_filtered_spectra/Train_cif/9zk,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/9zk/Lithium_PDOS_9zk.csv,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/9zk/Total_DOS_9zk.csv,/content/obelix_audit_filtered_spectra/Train_cif/9zk/Lithium_PDOS_9zk.csv,/content/obelix_audit_filtered_spectra/Train_cif/9zk/Total_DOS_9zk.csv,copy2,copy2,2,copy2,ok
train,9zr,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/9zr,/content/obelix_audit_filtered_spectra/Train_cif/9zr,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/9zr/Lithium_PDOS_9zr.csv,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/9zr/Total_DOS_9zr.csv,/content/obelix_audit_filtered_spectra/Train_cif/9zr/Lithium_PDOS_9zr.csv,/content/obelix_audit_filtered_spectra/Train_cif/9zr/Total_DOS_9zr.csv,copy2,copy2,2,copy2,ok
train,a8v,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/a8v,/content/obelix_audit_filtered_spectra/Train_cif/a8v,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/a8v/Lithium_PDOS_a8v.csv,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/a8v/Total_DOS_a8v.csv,/content/obelix_audit_filtered_spectra/Train_cif/a8v/Lithium_PDOS_a8v.csv,/content/obelix_audit_filtered_spectra/Train_cif/a8v/Total_DOS_a8v.csv,copy2,copy2,2,copy2,ok
train,an2,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/an2,/content/obelix_audit_filtered_spectra/Train_cif/an2,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/an2/Lithium_PDOS_an2.csv,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/an2/Total_DOS_an2.csv,/content/obelix_audit_filtered_spectra/Train_cif/an2/Lithium_PDOS_an2.csv,/content/obelix_audit_filtered_spectra/Train_cif/an2/Total_DOS_an2.csv,copy2,copy2,2,copy2,ok
train,aui,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/aui,/content/obelix_audit_filtered_spectra/Train_cif/aui,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/aui/Lithium_PDOS_aui.csv,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/aui/Total_DOS_aui.csv,/content/obelix_audit_filtered_spectra/Train_cif/aui/Lithium_PDOS_aui.csv,/content/obelix_audit_filtered_spectra/Train_cif/aui/Total_DOS_aui.csv,copy2,copy2,2,copy2,ok
train,be9,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/be9,/content/obelix_audit_filtered_spectra/Train_cif/be9,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/be9/Lithium_PDOS_be9.csv,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/be9/Total_DOS_be9.csv,/content/obelix_audit_filtered_spectra/Train_cif/be9/Lithium_PDOS_be9.csv,/content/obelix_audit_filtered_spectra/Train_cif/be9/Total_DOS_be9.csv,copy2,copy2,2,copy2,ok
train,bi3,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/bi3,/content/obelix_audit_filtered_spectra/Train_cif/bi3,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/bi3/Lithium_PDOS_bi3.csv,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/bi3/Total_DOS_bi3.csv,/content/obelix_audit_filtered_spectra/Train_cif/bi3/Lithium_PDOS_bi3.csv,/content/obelix_audit_filtered_spectra/Train_cif/bi3/Total_DOS_bi3.csv,copy2,copy2,2,copy2,ok
train,bjw,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/bjw,/content/obelix_audit_filtered_spectra/Train_cif/bjw,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/bjw/Lithium_PDOS_bjw.csv,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/bjw/Total_DOS_bjw.csv,/content/obelix_audit_filtered_spectra/Train_cif/bjw/Lithium_PDOS_bjw.csv,/content/obelix_audit_filtered_spectra/Train_cif/bjw/Total_DOS_bjw.csv,copy2,copy2,2,copy2,ok
