split,ID,family,candidate_rank_for_production,production_score,source_score,selected_as_production,selected_as_source,file,parse_status,parser,formula,reduced_formula,counts_json,n_sites,is_ordered,partial_or_mixed_sites,comparison_to_OBELiX,Li_relative_error,composition_total_variation_error,error
train,cju,argyrodites,2,3350.0,-1500.0,False,False,/content/drive/MyDrive/Train_cif/cju/relaxed_cju.cif,ok,pymatgen_structure,Li72 P4 S20 Br4,Li18PS5Br,"{""Br"": 4.0, ""Li"": 72.0, ""P"": 4.0, ""S"": 20.0}",100.0,True,0.0,FAIL_ELEMENT_SET,2.0,0.2584615384615384,
train,cju,argyrodites,3,800.0,5150.0,False,True,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/cju/ordered_adaptive_cju.cif,ok,pymatgen_structure,Li24 P4 Se2 S18 Br4,Li12P2SeS9Br2,"{""Br"": 4.0, ""Li"": 24.0, ""P"": 4.0, ""S"": 18.0, ""Se"": 2.0}",52.0,True,0.0,PASS_INTEGERIZED_COMPOSITION,0.0,0.007692307692307679,
train,ckw,pyrochlore,1,5200.0,350.0,True,False,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/ckw/relaxed_ckw.cif,ok,pymatgen_structure,Sr4 Li4 Nb8 O96 F32,SrLiNb2(O3F)8,"{""F"": 32.0, ""Li"": 4.0, ""Nb"": 8.0, ""O"": 96.0, ""Sr"": 4.0}",144.0,True,0.0,FAIL_GENERAL_STOICHIOMETRY,-0.75,0.2533748701973001,
train,ckw,pyrochlore,2,850.0,-1500.0,False,False,/content/drive/MyDrive/Train_cif/ckw/relaxed_ckw (5).cif,ok,pymatgen_structure,Li8 Nb8 O96 F32,LiNb(O3F)4,"{""F"": 32.0, ""Li"": 8.0, ""Nb"": 8.0, ""O"": 96.0}",144.0,True,0.0,FAIL_ELEMENT_SET,-0.5,0.2533748701973001,
train,ckw,pyrochlore,3,800.0,5150.0,False,True,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/ckw/ordered_adaptive_ckw.cif,ok,pymatgen_structure,Sr4 Li4 Nb8 O96 F32,SrLiNb2(O3F)8,"{""F"": 32.0, ""Li"": 4.0, ""Nb"": 8.0, ""O"": 96.0, ""Sr"": 4.0}",144.0,True,0.0,FAIL_GENERAL_STOICHIOMETRY,-0.75,0.2533748701973001,
train,clt,copper pyroborate,1,5200.0,350.0,True,False,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/clt/relaxed_clt.cif,ok,pymatgen_structure,Li6 Cu1 B4 O10,Li6Cu(B2O5)2,"{""B"": 4.0, ""Cu"": 1.0, ""Li"": 6.0, ""O"": 10.0}",21.0,True,0.0,PASS,0.0,0.0,
train,clt,copper pyroborate,2,850.0,-1500.0,False,False,/content/drive/MyDrive/Train_cif/clt/relaxed.cif,ok,pymatgen_structure,Li6 Cu1 B4 O10,Li6Cu(B2O5)2,"{""B"": 4.0, ""Cu"": 1.0, ""Li"": 6.0, ""O"": 10.0}",21.0,True,0.0,PASS,0.0,0.0,
train,clt,copper pyroborate,3,800.0,5150.0,False,True,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/clt/ordered_adaptive_clt.cif,ok,pymatgen_structure,Li6 Cu1 B4 O10,Li6Cu(B2O5)2,"{""B"": 4.0, ""Cu"": 1.0, ""Li"": 6.0, ""O"": 10.0}",21.0,True,0.0,PASS,0.0,0.0,
train,cy2,perovskites,1,5200.0,350.0,True,False,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/cy2/relaxed_cy2.cif,ok,pymatgen_structure,La1 Ti2 O6,LaTi2O6,"{""La"": 1.0, ""O"": 6.0, ""Ti"": 2.0}",9.0,True,0.0,FAIL_ELEMENT_SET,-1.0,0.04143126177024475,
train,cy2,perovskites,2,850.0,-1500.0,False,False,/content/drive/MyDrive/Train_cif/cy2/relaxed_cy2 (1).cif,ok,pymatgen_structure,La2 Ti2 O6,LaTiO3,"{""La"": 2.0, ""O"": 6.0, ""Ti"": 2.0}",10.0,True,0.0,FAIL_ELEMENT_SET,-1.0,0.06440677966101702,
train,cy2,perovskites,3,800.0,5150.0,False,True,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/cy2/ordered_adaptive_cy2.cif,ok,pymatgen_structure,La1 Ti2 O6,LaTi2O6,"{""La"": 1.0, ""O"": 6.0, ""Ti"": 2.0}",9.0,True,0.0,FAIL_ELEMENT_SET,-1.0,0.04143126177024475,
train,d7f,oxides,1,5200.0,350.0,True,False,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/d7f/relaxed_d7f.cif,ok,pymatgen_structure,Li12 Bi4 O16,Li3BiO4,"{""Bi"": 4.0, ""Li"": 12.0, ""O"": 16.0}",32.0,True,0.0,PASS,0.0,0.0,
train,d7f,oxides,2,850.0,-1500.0,False,False,/content/drive/MyDrive/Train_cif/d7f/relaxed.cif,ok,pymatgen_structure,Li12 Bi4 O16,Li3BiO4,"{""Bi"": 4.0, ""Li"": 12.0, ""O"": 16.0}",32.0,True,0.0,PASS,0.0,0.0,
train,d7f,oxides,3,800.0,5150.0,False,True,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/d7f/ordered_adaptive_d7f.cif,ok,pymatgen_structure,Li12 Bi4 O16,Li3BiO4,"{""Bi"": 4.0, ""Li"": 12.0, ""O"": 16.0}",32.0,True,0.0,PASS,0.0,0.0,
train,d9l,argyrodites,1,5200.0,350.0,True,False,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/d9l/relaxed_d9l.cif,ok,pymatgen_structure,Li24 P4 Se2 S18 Br4,Li12P2SeS9Br2,"{""Br"": 4.0, ""Li"": 24.0, ""P"": 4.0, ""S"": 18.0, ""Se"": 2.0}",52.0,True,0.0,PASS,0.0,0.0,
train,d9l,argyrodites,2,3350.0,-1500.0,False,False,/content/drive/MyDrive/Train_cif/d9l/relaxed_d9l.cif,ok,pymatgen_structure,Li72 P4 S20 Br4,Li18PS5Br,"{""Br"": 4.0, ""Li"": 72.0, ""P"": 4.0, ""S"": 20.0}",100.0,True,0.0,FAIL_ELEMENT_SET,2.0,0.2584615384615384,
train,d9l,argyrodites,3,800.0,5150.0,False,True,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/d9l/ordered_adaptive_d9l.cif,ok,pymatgen_structure,Li24 P4 Se2 S18 Br4,Li12P2SeS9Br2,"{""Br"": 4.0, ""Li"": 24.0, ""P"": 4.0, ""S"": 18.0, ""Se"": 2.0}",52.0,True,0.0,PASS,0.0,0.0,
train,dae,garnet,1,5200.0,350.0,True,False,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/dae/relaxed_dae.cif,ok,pymatgen_structure,Li49 La24 Sm4 Ta12 O96,Li49La24Sm4Ta12O96,"{""La"": 24.0, ""Li"": 49.0, ""O"": 96.0, ""Sm"": 4.0, ""Ta"": 12.0}",185.0,True,0.0,PASS_INTEGERIZED_COMPOSITION,0.004098360655737763,0.0028899028899028543,
train,dae,garnet,2,850.0,-1500.0,False,False,/content/drive/MyDrive/Train_cif/dae/relaxed_dae (1).cif,ok,pymatgen_structure,Li168 La24 Ta16 O96,Li21La3Ta2O12,"{""La"": 24.0, ""Li"": 168.0, ""O"": 96.0, ""Ta"": 16.0}",304.0,True,0.0,FAIL_ELEMENT_SET,2.4426229508196724,0.28856231487810435,
train,dae,garnet,3,800.0,5150.0,False,True,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/dae/ordered_adaptive_dae.cif,ok,pymatgen_structure,Li49 La24 Sm4 Ta12 O96,Li49La24Sm4Ta12O96,"{""La"": 24.0, ""Li"": 49.0, ""O"": 96.0, ""Sm"": 4.0, ""Ta"": 12.0}",185.0,True,0.0,PASS_INTEGERIZED_COMPOSITION,0.004098360655737763,0.0028899028899028543,
train,dc8,fluorophosphates,1,5200.0,350.0,True,False,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/dc8/relaxed_dc8.cif,ok,pymatgen_structure,Li18 Mg6 P8 O32 F6,Li9Mg3P4O16F3,"{""F"": 6.0, ""Li"": 18.0, ""Mg"": 6.0, ""O"": 32.0, ""P"": 8.0}",70.0,True,0.0,PASS,0.0,0.0,
train,dc8,fluorophosphates,2,850.0,-1500.0,False,False,/content/drive/MyDrive/Train_cif/dc8/relaxed.cif,ok,pymatgen_structure,Li18 Mg6 P8 O32 F6,Li9Mg3P4O16F3,"{""F"": 6.0, ""Li"": 18.0, ""Mg"": 6.0, ""O"": 32.0, ""P"": 8.0}",70.0,True,0.0,PASS,0.0,0.0,
train,dc8,fluorophosphates,3,800.0,5150.0,False,True,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/dc8/ordered_adaptive_dc8.cif,ok,pymatgen_structure,Li18 Mg6 P8 O32 F6,Li9Mg3P4O16F3,"{""F"": 6.0, ""Li"": 18.0, ""Mg"": 6.0, ""O"": 32.0, ""P"": 8.0}",70.0,True,0.0,PASS,0.0,0.0,
train,deu,sulfides,1,5200.0,350.0,True,False,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/deu/relaxed_deu.cif,ok,pymatgen_structure,Li9 Al1 Ge1 S8,Li9AlGeS8,"{""Al"": 1.0, ""Ge"": 1.0, ""Li"": 9.0, ""S"": 8.0}",19.0,True,0.0,PASS_INTEGERIZED_COMPOSITION,0.022727272727272645,0.01567749160134378,
train,deu,sulfides,2,3350.0,-1500.0,False,False,/content/drive/MyDrive/Train_cif/deu/relaxed_deu.cif,ok,pymatgen_structure,Li18 Ge2 S8,Li9GeS4,"{""Ge"": 2.0, ""Li"": 18.0, ""S"": 8.0}",28.0,True,0.0,FAIL_ELEMENT_SET,1.0454545454545452,0.18237082066869303,
train,deu,sulfides,3,800.0,5150.0,False,True,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/deu/ordered_adaptive_deu.cif,ok,pymatgen_structure,Li9 Al1 Ge1 S8,Li9AlGeS8,"{""Al"": 1.0, ""Ge"": 1.0, ""Li"": 9.0, ""S"": 8.0}",19.0,True,0.0,PASS_INTEGERIZED_COMPOSITION,0.022727272727272645,0.01567749160134378,
train,dlj,argyrodites,1,5200.0,350.0,True,False,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/dlj/relaxed_dlj.cif,ok,pymatgen_structure,Li24 P4 Se4 S15 Br4,Li24P4Se4S15Br4,"{""Br"": 4.0, ""Li"": 24.0, ""P"": 4.0, ""S"": 15.0, ""Se"": 4.0}",51.0,True,0.0,WARN_INTEGERIZATION_APPROXIMATION,0.0,0.013574660633484142,
train,dlj,argyrodites,2,3350.0,-1500.0,False,False,/content/drive/MyDrive/Train_cif/dlj/relaxed_dlj.cif,ok,pymatgen_structure,Li72 P4 Se4 S16 Br4,Li18PSeS4Br,"{""Br"": 4.0, ""Li"": 72.0, ""P"": 4.0, ""S"": 16.0, ""Se"": 4.0}",100.0,True,0.0,FAIL_LI_STOICHIOMETRY,2.0,0.25846153846153846,
train,dlj,argyrodites,3,800.0,5150.0,False,True,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/dlj/ordered_adaptive_dlj.cif,ok,pymatgen_structure,Li24 P4 Se4 S15 Br4,Li24P4Se4S15Br4,"{""Br"": 4.0, ""Li"": 24.0, ""P"": 4.0, ""S"": 15.0, ""Se"": 4.0}",51.0,True,0.0,WARN_INTEGERIZATION_APPROXIMATION,0.0,0.013574660633484142,
train,dmq,sulfides,1,5200.0,350.0,True,False,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/dmq/relaxed_dmq.cif,ok,pymatgen_structure,Li24 Al7 S23,Li24Al7S23,"{""Al"": 7.0, ""Li"": 24.0, ""S"": 23.0}",54.0,True,0.0,WARN_INTEGERIZATION_APPROXIMATION,0.0,0.015873015873015858,
train,dmq,sulfides,2,3350.0,-1500.0,False,False,/content/drive/MyDrive/Train_cif/dmq/relaxed_dmq.cif,ok,pymatgen_structure,Li40 Al8 S24,Li5AlS3,"{""Al"": 8.0, ""Li"": 40.0, ""S"": 24.0}",72.0,True,0.0,FAIL_LI_STOICHIOMETRY,0.6666666666666666,0.126984126984127,
train,dmq,sulfides,3,800.0,5150.0,False,True,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/dmq/ordered_adaptive_dmq.cif,ok,pymatgen_structure,Li24 Al7 S23,Li24Al7S23,"{""Al"": 7.0, ""Li"": 24.0, ""S"": 23.0}",54.0,True,0.0,WARN_INTEGERIZATION_APPROXIMATION,0.0,0.015873015873015858,
train,dth,LISICON,1,5200.0,350.0,True,False,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/dth/relaxed_dth.cif,ok,pymatgen_structure,Li16 Ge4 O16,Li4GeO4,"{""Ge"": 4.0, ""Li"": 16.0, ""O"": 16.0}",36.0,True,0.0,PASS,0.0,0.0,
train,dth,LISICON,2,850.0,-1500.0,False,False,/content/drive/MyDrive/Train_cif/dth/relaxed.cif,ok,pymatgen_structure,Li16 Ge4 O16,Li4GeO4,"{""Ge"": 4.0, ""Li"": 16.0, ""O"": 16.0}",36.0,True,0.0,PASS,0.0,0.0,
train,dth,LISICON,3,800.0,5150.0,False,True,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/dth/ordered_adaptive_dth.cif,ok,pymatgen_structure,Li16 Ge4 O16,Li4GeO4,"{""Ge"": 4.0, ""Li"": 16.0, ""O"": 16.0}",36.0,True,0.0,PASS,0.0,0.0,
train,dvn,chlorides,1,5200.0,350.0,True,False,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/dvn/relaxed_dvn.cif,ok,pymatgen_structure,Li16 Mg8 Cl32,Li2MgCl4,"{""Cl"": 32.0, ""Li"": 16.0, ""Mg"": 8.0}",56.0,True,0.0,PASS,0.0,0.0,
train,dvn,chlorides,2,850.0,-1500.0,False,False,/content/drive/MyDrive/Train_cif/dvn/relaxed_dvn (1).cif,ok,pymatgen_structure,Li24 Cl32,Li3Cl4,"{""Cl"": 32.0, ""Li"": 24.0}",56.0,True,0.0,FAIL_ELEMENT_SET,0.5,0.14285714285714285,
train,dvn,chlorides,3,800.0,5150.0,False,True,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/dvn/ordered_adaptive_dvn.cif,ok,pymatgen_structure,Li16 Mg8 Cl32,Li2MgCl4,"{""Cl"": 32.0, ""Li"": 16.0, ""Mg"": 8.0}",56.0,True,0.0,PASS,0.0,0.0,
train,e6a,garnet,1,5200.0,350.0,True,False,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/e6a/relaxed_e6a.cif,ok,pymatgen_structure,Li51 La24 Zr14 Ta2 O96,Li51La24Zr14Ta2O96,"{""La"": 24.0, ""Li"": 51.0, ""O"": 96.0, ""Ta"": 2.0, ""Zr"": 14.0}",187.0,True,0.0,PASS_INTEGERIZED_COMPOSITION,-0.048507462686567186,0.011936189895981423,
train,e6a,garnet,2,3350.0,-1500.0,False,False,/content/drive/MyDrive/Train_cif/e6a/relaxed_e6a.cif,ok,pymatgen_structure,Li120 La24 Zr16 O96,Li15La3Zr2O12,"{""La"": 24.0, ""Li"": 120.0, ""O"": 96.0, ""Zr"": 16.0}",256.0,True,0.0,FAIL_ELEMENT_SET,1.2388059701492538,0.18604957805907177,
train,e6a,garnet,3,800.0,5150.0,False,True,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/e6a/ordered_adaptive_e6a.cif,ok,pymatgen_structure,Li51 La24 Zr14 Ta2 O96,Li51La24Zr14Ta2O96,"{""La"": 24.0, ""Li"": 51.0, ""O"": 96.0, ""Ta"": 2.0, ""Zr"": 14.0}",187.0,True,0.0,PASS_INTEGERIZED_COMPOSITION,-0.048507462686567186,0.011936189895981423,
train,e81,pyrochlore,1,5200.0,350.0,True,False,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/e81/relaxed_e81.cif,ok,pymatgen_structure,Sr8 Li8 Zr1 Ta15 O48 F8,Sr8Li8ZrTa15(O6F)8,"{""F"": 8.0, ""Li"": 8.0, ""O"": 48.0, ""Sr"": 8.0, ""Ta"": 15.0, ""Zr"": 1.0}",88.0,True,0.0,WARN_INTEGERIZATION_APPROXIMATION,-0.09090909090909098,0.008906633906633876,
train,e81,pyrochlore,2,850.0,-1500.0,False,False,/content/drive/MyDrive/Train_cif/e81/relaxed_e81 (3).cif,ok,pymatgen_structure,Li16 Ta16 O96 F8,Li2Ta2O12F,"{""F"": 8.0, ""Li"": 16.0, ""O"": 96.0, ""Ta"": 16.0}",136.0,True,0.0,FAIL_ELEMENT_SET,-0.09090909090909098,0.18388977212506624,
train,e81,pyrochlore,3,800.0,5150.0,False,True,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/e81/ordered_adaptive_e81.cif,ok,pymatgen_structure,Sr8 Li8 Zr1 Ta15 O48 F8,Sr8Li8ZrTa15(O6F)8,"{""F"": 8.0, ""Li"": 8.0, ""O"": 48.0, ""Sr"": 8.0, ""Ta"": 15.0, ""Zr"": 1.0}",88.0,True,0.0,WARN_INTEGERIZATION_APPROXIMATION,-0.09090909090909098,0.008906633906633876,
train,ek5,pyrochlore,1,5200.0,350.0,True,False,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/ek5/relaxed_ek5.cif,ok,pymatgen_structure,Sr8 Li8 Nb16 O48 F8,SrLiNb2O6F,"{""F"": 8.0, ""Li"": 8.0, ""Nb"": 16.0, ""O"": 48.0, ""Sr"": 8.0}",88.0,True,0.0,PASS,0.0,0.0,
train,ek5,pyrochlore,2,850.0,-1500.0,False,False,/content/drive/MyDrive/Train_cif/ek5/relaxed_ek5 (1).cif,ok,pymatgen_structure,Li16 Nb16 O48 F8,Li2Nb2O6F,"{""F"": 8.0, ""Li"": 16.0, ""Nb"": 16.0, ""O"": 48.0}",88.0,True,0.0,FAIL_ELEMENT_SET,1.0,0.09090909090909091,
train,ek5,pyrochlore,3,800.0,5150.0,False,True,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/ek5/ordered_adaptive_ek5.cif,ok,pymatgen_structure,Sr8 Li8 Nb16 O48 F8,SrLiNb2O6F,"{""F"": 8.0, ""Li"": 8.0, ""Nb"": 16.0, ""O"": 48.0, ""Sr"": 8.0}",88.0,True,0.0,PASS,0.0,0.0,
train,etz,nan,1,5200.0,350.0,True,False,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/etz/relaxed_etz.cif,ok,pymatgen_structure,Li36 La24 Zr16 O96,Li9La6Zr4O24,"{""La"": 24.0, ""Li"": 36.0, ""O"": 96.0, ""Zr"": 16.0}",172.0,True,0.0,FAIL_LI_STOICHIOMETRY,-0.35714285714285715,0.08236434108527133,
train,etz,nan,2,3350.0,-1500.0,False,False,/content/drive/MyDrive/Train_cif/etz/relaxed_etz.cif,ok,pymatgen_structure,Li120 La24 Zr16 O96,Li15La3Zr2O12,"{""La"": 24.0, ""Li"": 120.0, ""O"": 96.0, ""Zr"": 16.0}",256.0,True,0.0,FAIL_LI_STOICHIOMETRY,1.1428571428571428,0.17708333333333331,
train,etz,nan,3,800.0,5150.0,False,True,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/etz/ordered_adaptive_etz.cif,ok,pymatgen_structure,Li36 La24 Zr16 O96,Li9La6Zr4O24,"{""La"": 24.0, ""Li"": 36.0, ""O"": 96.0, ""Zr"": 16.0}",172.0,True,0.0,FAIL_LI_STOICHIOMETRY,-0.35714285714285715,0.08236434108527133,
train,fam,garnet,1,5200.0,350.0,True,False,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/fam/relaxed_fam.cif,ok,pymatgen_structure,Li47 La24 Sm4 Ta12 O96,Li47La24Sm4Ta12O96,"{""La"": 24.0, ""Li"": 47.0, ""O"": 96.0, ""Sm"": 4.0, ""Ta"": 12.0}",183.0,True,0.0,PASS_INTEGERIZED_COMPOSITION,-0.00423728813559328,0.0029231393323311174,
train,fam,garnet,2,3350.0,-1500.0,False,False,/content/drive/MyDrive/Train_cif/fam/relaxed_fam.cif,ok,pymatgen_structure,Li168 La24 Ta16 O96,Li21La3Ta2O12,"{""La"": 24.0, ""Li"": 168.0, ""O"": 96.0, ""Ta"": 16.0}",304.0,True,0.0,FAIL_ELEMENT_SET,2.559322033898305,0.29498965754998857,
train,fam,garnet,3,800.0,5150.0,False,True,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/fam/ordered_adaptive_fam.cif,ok,pymatgen_structure,Li47 La24 Sm4 Ta12 O96,Li47La24Sm4Ta12O96,"{""La"": 24.0, ""Li"": 47.0, ""O"": 96.0, ""Sm"": 4.0, ""Ta"": 12.0}",183.0,True,0.0,PASS_INTEGERIZED_COMPOSITION,-0.00423728813559328,0.0029231393323311174,
train,fft,nitrides,1,5200.0,350.0,True,False,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/fft/relaxed_fft.cif,ok,pymatgen_structure,Li6 N2,Li3N,"{""Li"": 6.0, ""N"": 2.0}",8.0,True,0.0,PASS,0.0,0.0,
train,fft,nitrides,2,850.0,-1500.0,False,False,/content/drive/MyDrive/Train_cif/fft/relaxed.cif,ok,pymatgen_structure,Li6 N2,Li3N,"{""Li"": 6.0, ""N"": 2.0}",8.0,True,0.0,PASS,0.0,0.0,
train,fft,nitrides,3,800.0,5150.0,False,True,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/fft/ordered_adaptive_fft.cif,ok,pymatgen_structure,Li6 N2,Li3N,"{""Li"": 6.0, ""N"": 2.0}",8.0,True,0.0,PASS,0.0,0.0,
train,fj5,LISICON,1,5200.0,350.0,True,False,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/fj5/relaxed_fj5.cif,ok,pymatgen_structure,Li13 Si1 P3 O16,Li13SiP3O16,"{""Li"": 13.0, ""O"": 16.0, ""P"": 3.0, ""Si"": 1.0}",33.0,True,0.0,PASS,0.0,0.0,
train,fj5,LISICON,2,3350.0,-1500.0,False,False,/content/drive/MyDrive/Train_cif/fj5/relaxed_fj5.cif,ok,pymatgen_structure,Li36 P4 O16,Li9PO4,"{""Li"": 36.0, ""O"": 16.0, ""P"": 4.0}",56.0,True,0.0,FAIL_ELEMENT_SET,1.7692307692307692,0.24891774891774898,
train,fj5,LISICON,3,800.0,5150.0,False,True,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/fj5/ordered_adaptive_fj5.cif,ok,pymatgen_structure,Li13 Si1 P3 O16,Li13SiP3O16,"{""Li"": 13.0, ""O"": 16.0, ""P"": 3.0, ""Si"": 1.0}",33.0,True,0.0,PASS,0.0,0.0,
train,fkj,argyrodites,1,5200.0,350.0,True,False,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/fkj/relaxed_fkj.cif,ok,pymatgen_structure,Li26 Si2 P2 S20 Br4,Li13SiP(S5Br)2,"{""Br"": 4.0, ""Li"": 26.0, ""P"": 2.0, ""S"": 20.0, ""Si"": 2.0}",54.0,True,0.0,PASS,0.0,0.0,
train,fkj,argyrodites,2,3350.0,-1500.0,False,False,/content/drive/MyDrive/Train_cif/fkj/relaxed_fkj.cif,ok,pymatgen_structure,Li72 P4 S20 Br4,Li18PS5Br,"{""Br"": 4.0, ""Li"": 72.0, ""P"": 4.0, ""S"": 20.0}",100.0,True,0.0,FAIL_ELEMENT_SET,1.7692307692307692,0.24148148148148146,
train,fkj,argyrodites,3,800.0,5150.0,False,True,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/fkj/ordered_adaptive_fkj.cif,ok,pymatgen_structure,Li26 Si2 P2 S20 Br4,Li13SiP(S5Br)2,"{""Br"": 4.0, ""Li"": 26.0, ""P"": 2.0, ""S"": 20.0, ""Si"": 2.0}",54.0,True,0.0,PASS,0.0,0.0,
train,fwz,thio-LISICON,1,5200.0,350.0,True,False,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/fwz/relaxed_fwz.cif,ok,pymatgen_structure,Li8 Si4 S12,Li2SiS3,"{""Li"": 8.0, ""S"": 12.0, ""Si"": 4.0}",24.0,True,0.0,PASS,0.0,0.0,
train,fwz,thio-LISICON,2,850.0,-1500.0,False,False,/content/drive/MyDrive/Train_cif/fwz/relaxed.cif,ok,pymatgen_structure,Li8 Si4 S12,Li2SiS3,"{""Li"": 8.0, ""S"": 12.0, ""Si"": 4.0}",24.0,True,0.0,PASS,0.0,0.0,
train,fwz,thio-LISICON,3,800.0,5150.0,False,True,/content/drive/.shortcut-targets-by-id/1_rZkiXnggqDBzgsITf1d7V4K_4aJ00gF/Train_cif_dos_code-2/fwz/ordered_adaptive_fwz.cif,ok,pymatgen_structure,Li8 Si4 S12,Li2SiS3,"{""Li"": 8.0, ""S"": 12.0, ""Si"": 4.0}",24.0,True,0.0,PASS,0.0,0.0,
